"","luck_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond","luck_vas_combined_source"
"2254","Luck","Gerald","s1025","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",22,"male",12,"Gettier","VAS"
"2293","Luck","Darrel","s10286","ecb1153cd73ee30290a753fb74358c19","Yes",18,"female",14,"Knowledge","VAS"
"2294","Luck","Emma","s10286","ecb1153cd73ee30290a753fb74358c19","Yes",18,"female",14,"Gettier","VAS"
"2295","Ability","Gerald","s10286","ecb1153cd73ee30290a753fb74358c19","Yes",18,"female",14,"Ignorance","VAS"
"2299","Luck","Emma","s10296","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",16,"Knowledge","VAS"
"2301","Luck","Gerald","s10296","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",16,"Gettier","VAS"
"2305","Ability","Darrel","s10299","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"female",16,"Gettier","VAS"
"2307","Ability","Gerald","s10299","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"female",16,"Knowledge","VAS"
"2311","Luck","Emma","s10301","ecb1153cd73ee30290a753fb74358c19","No",19,"female",14,"Gettier","VAS"
"2312","Luck","Darrel","s10301","ecb1153cd73ee30290a753fb74358c19","No",19,"female",14,"Ignorance","VAS"
"2313","Ability","Gerald","s10301","ecb1153cd73ee30290a753fb74358c19","No",19,"female",14,"Knowledge","VAS"
"2318","Ability","Gerald","s10310","ecb1153cd73ee30290a753fb74358c19","Yes",19,"female",13,"Gettier","VAS"
"2344","Ability","Darrel","s10329","ecb1153cd73ee30290a753fb74358c19","Yes",19,"female",13,"Ignorance","VAS"
"2345","Luck","Emma","s10329","ecb1153cd73ee30290a753fb74358c19","Yes",19,"female",13,"Gettier","VAS"
"2346","Ability","Gerald","s10329","ecb1153cd73ee30290a753fb74358c19","Yes",19,"female",13,"Knowledge","VAS"
"2350","Luck","Emma","s10330","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Gettier","VAS"
"2352","Ability","Darrel","s10330","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Ignorance","VAS"
"2359","Ability","Darrel","s10339","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",15,"Gettier","VAS"
"2360","Luck","Emma","s10339","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",15,"Knowledge","VAS"
"2361","Ability","Gerald","s10339","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",15,"Ignorance","VAS"
"2416","Luck","Emma","s10380","64ba90ce7822b9c898df033ebb8c2c18","No",28,"male",13,"Knowledge","VAS"
"2418","Luck","Darrel","s10380","64ba90ce7822b9c898df033ebb8c2c18","No",28,"male",13,"Gettier","VAS"
"2434","Ability","Darrel","s10394","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",12,"Gettier","VAS"
"2435","Ability","Emma","s10394","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",12,"Knowledge","VAS"
"2436","Luck","Gerald","s10394","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",12,"Ignorance","VAS"
"2437","Ability","Emma","s10397","04aec6c128a6d0c7b156124a782a2e17","Yes",24,"male",13,"Ignorance","VAS"
"2438","Luck","Darrel","s10397","04aec6c128a6d0c7b156124a782a2e17","Yes",24,"male",13,"Gettier","VAS"
"2439","Luck","Gerald","s10397","04aec6c128a6d0c7b156124a782a2e17","Yes",24,"male",13,"Knowledge","VAS"
"2444","Luck","Gerald","s10404","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",15,"Ignorance","VAS"
"2445","Ability","Darrel","s10404","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",15,"Gettier","VAS"
"2455","Ability","Gerald","s10416","64ba90ce7822b9c898df033ebb8c2c18","No",32,"female",13,"Knowledge","VAS"
"2456","Ability","Emma","s10416","64ba90ce7822b9c898df033ebb8c2c18","No",32,"female",13,"Ignorance","VAS"
"2457","Ability","Darrel","s10416","64ba90ce7822b9c898df033ebb8c2c18","No",32,"female",13,"Gettier","VAS"
"2458","Luck","Darrel","s10417","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",14,"Ignorance","Binary"
"2459","Luck","Emma","s10417","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",14,"Knowledge","Binary"
"2460","Luck","Gerald","s10417","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",14,"Gettier","Binary"
"2473","Ability","Gerald","s10430","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",13,"Gettier","VAS"
"2474","Ability","Darrel","s10430","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",13,"Knowledge","VAS"
"2475","Luck","Emma","s10430","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",13,"Ignorance","VAS"
"2479","Luck","Gerald","s10434","64ba90ce7822b9c898df033ebb8c2c18","No",66,"female",14,"Gettier","VAS"
"2480","Luck","Emma","s10434","64ba90ce7822b9c898df033ebb8c2c18","No",66,"female",14,"Knowledge","VAS"
"2481","Ability","Darrel","s10434","64ba90ce7822b9c898df033ebb8c2c18","No",66,"female",14,"Ignorance","VAS"
"2491","Luck","Gerald","s10440","64ba90ce7822b9c898df033ebb8c2c18","No",39,"female",12,"Knowledge","VAS"
"2492","Luck","Emma","s10440","64ba90ce7822b9c898df033ebb8c2c18","No",39,"female",12,"Gettier","VAS"
"2493","Ability","Darrel","s10440","64ba90ce7822b9c898df033ebb8c2c18","No",39,"female",12,"Ignorance","VAS"
"2497","Luck","Darrel","s10443","64ba90ce7822b9c898df033ebb8c2c18","No",51,"female",12,"Gettier","VAS"
"2498","Luck","Gerald","s10443","64ba90ce7822b9c898df033ebb8c2c18","No",51,"female",12,"Knowledge","VAS"
"2499","Ability","Emma","s10443","64ba90ce7822b9c898df033ebb8c2c18","No",51,"female",12,"Ignorance","VAS"
"2500","Luck","Darrel","s10445","f19f790831cbe3722ccd98fd63d3d902","Yes",18,"female",13,"Gettier","VAS"
"2501","Ability","Gerald","s10445","f19f790831cbe3722ccd98fd63d3d902","Yes",18,"female",13,"Knowledge","VAS"
"2502","Luck","Emma","s10445","f19f790831cbe3722ccd98fd63d3d902","Yes",18,"female",13,"Ignorance","VAS"
"2515","Luck","Emma","s10452","04aec6c128a6d0c7b156124a782a2e17","Yes",20,"female",15,"Ignorance","Binary"
"2516","Ability","Gerald","s10452","04aec6c128a6d0c7b156124a782a2e17","Yes",20,"female",15,"Gettier","Binary"
"2517","Ability","Darrel","s10452","04aec6c128a6d0c7b156124a782a2e17","Yes",20,"female",15,"Knowledge","Binary"
"2518","Luck","Emma","s10455","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",15,"Ignorance","VAS"
"2519","Luck","Darrel","s10455","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",15,"Gettier","VAS"
"2520","Ability","Gerald","s10455","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",15,"Knowledge","VAS"
"2524","Luck","Gerald","s10459","ecb1153cd73ee30290a753fb74358c19","Yes",19,"female",15,"Gettier","VAS"
"2525","Ability","Emma","s10459","ecb1153cd73ee30290a753fb74358c19","Yes",19,"female",15,"Knowledge","VAS"
"2526","Ability","Darrel","s10459","ecb1153cd73ee30290a753fb74358c19","Yes",19,"female",15,"Ignorance","VAS"
"2527","Ability","Emma","s1046","6109cf70459f0edc57ccb89cf26d66ef","No",58,"male",9,"Gettier","VAS"
"2528","Ability","Gerald","s1046","6109cf70459f0edc57ccb89cf26d66ef","No",58,"male",9,"Ignorance","VAS"
"2529","Ability","Darrel","s1046","6109cf70459f0edc57ccb89cf26d66ef","No",58,"male",9,"Knowledge","VAS"
"2539","Ability","Emma","s10480","04aec6c128a6d0c7b156124a782a2e17","Yes",21,"male",15,"Knowledge","Binary"
"2540","Luck","Darrel","s10480","04aec6c128a6d0c7b156124a782a2e17","Yes",21,"male",15,"Gettier","Binary"
"2541","Luck","Gerald","s10480","04aec6c128a6d0c7b156124a782a2e17","Yes",21,"male",15,"Ignorance","Binary"
"2557","Luck","Emma","s10496","04aec6c128a6d0c7b156124a782a2e17","Yes",22,"female",17,"Gettier","Binary"
"2558","Ability","Gerald","s10496","04aec6c128a6d0c7b156124a782a2e17","Yes",22,"female",17,"Ignorance","Binary"
"2559","Ability","Darrel","s10496","04aec6c128a6d0c7b156124a782a2e17","Yes",22,"female",17,"Knowledge","Binary"
"2563","Ability","Darrel","s1050","c22875ee12b4cdfb8843ead3b8e1ddf8","No",18,"female",12,"Knowledge","VAS"
"2564","Ability","Emma","s1050","c22875ee12b4cdfb8843ead3b8e1ddf8","No",18,"female",12,"Ignorance","VAS"
"2565","Ability","Gerald","s1050","c22875ee12b4cdfb8843ead3b8e1ddf8","No",18,"female",12,"Gettier","VAS"
"2566","Ability","Darrel","s10502","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Ignorance","VAS"
"2568","Luck","Emma","s10502","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Gettier","VAS"
"2587","Ability","Gerald","s10518","d547b0fe851b1f8786fce767e3d89f50","No",21,"female",15,"Gettier","VAS"
"2588","Ability","Darrel","s10518","d547b0fe851b1f8786fce767e3d89f50","No",21,"female",15,"Knowledge","VAS"
"2589","Ability","Emma","s10518","d547b0fe851b1f8786fce767e3d89f50","No",21,"female",15,"Ignorance","VAS"
"2592","Luck","Emma","s1052","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",19,"female",13,"Knowledge","VAS"
"2593","Luck","Emma","s10523","64ba90ce7822b9c898df033ebb8c2c18","No",27,"female",13,"Gettier","VAS"
"2595","Luck","Gerald","s10523","64ba90ce7822b9c898df033ebb8c2c18","No",27,"female",13,"Ignorance","VAS"
"2599","Luck","Emma","s10526","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",13,"Gettier","VAS"
"2600","Ability","Gerald","s10526","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",13,"Ignorance","VAS"
"2601","Luck","Darrel","s10526","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",13,"Knowledge","VAS"
"2602","Luck","Darrel","s10527","ecb1153cd73ee30290a753fb74358c19","Yes",19,"male",13,"Gettier","VAS"
"2603","Luck","Emma","s10527","ecb1153cd73ee30290a753fb74358c19","Yes",19,"male",13,"Knowledge","VAS"
"2604","Ability","Gerald","s10527","ecb1153cd73ee30290a753fb74358c19","Yes",19,"male",13,"Ignorance","VAS"
"2608","Luck","Emma","s1053","c22875ee12b4cdfb8843ead3b8e1ddf8","No",24,"female",15,"Gettier","VAS"
"2609","Ability","Gerald","s1053","c22875ee12b4cdfb8843ead3b8e1ddf8","No",24,"female",15,"Ignorance","VAS"
"2610","Ability","Darrel","s1053","c22875ee12b4cdfb8843ead3b8e1ddf8","No",24,"female",15,"Knowledge","VAS"
"2611","Luck","Gerald","s10530","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",1,"Ignorance","VAS"
"2617","Luck","Gerald","s10543","64ba90ce7822b9c898df033ebb8c2c18","No",56,"male",13,"Knowledge","VAS"
"2618","Ability","Emma","s10543","64ba90ce7822b9c898df033ebb8c2c18","No",56,"male",13,"Ignorance","VAS"
"2619","Ability","Darrel","s10543","64ba90ce7822b9c898df033ebb8c2c18","No",56,"male",13,"Gettier","VAS"
"2638","Ability","Darrel","s1056","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",24,"female",15,"Gettier","VAS"
"2639","Ability","Gerald","s1056","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",24,"female",15,"Ignorance","VAS"
"2640","Luck","Emma","s1056","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",24,"female",15,"Knowledge","VAS"
"2692","Ability","Emma","s10587","ecb1153cd73ee30290a753fb74358c19","Yes",19,"male",15,"Ignorance","VAS"
"2693","Luck","Darrel","s10587","ecb1153cd73ee30290a753fb74358c19","Yes",19,"male",15,"Knowledge","VAS"
"2694","Luck","Gerald","s10587","ecb1153cd73ee30290a753fb74358c19","Yes",19,"male",15,"Gettier","VAS"
"2707","Ability","Darrel","s10591","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",14,"Knowledge","Binary"
"2708","Luck","Emma","s10591","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",14,"Ignorance","Binary"
"2709","Luck","Gerald","s10591","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",14,"Gettier","Binary"
"2713","Ability","Gerald","s1060","c22875ee12b4cdfb8843ead3b8e1ddf8","No",18,"female",13,"Ignorance","VAS"
"2714","Ability","Darrel","s1060","c22875ee12b4cdfb8843ead3b8e1ddf8","No",18,"female",13,"Gettier","VAS"
"2715","Ability","Emma","s1060","c22875ee12b4cdfb8843ead3b8e1ddf8","No",18,"female",13,"Knowledge","VAS"
"2734","Luck","Emma","s10613","04aec6c128a6d0c7b156124a782a2e17","Yes",20,"female",15,"Gettier","Binary"
"2735","Ability","Darrel","s10613","04aec6c128a6d0c7b156124a782a2e17","Yes",20,"female",15,"Knowledge","Binary"
"2736","Ability","Gerald","s10613","04aec6c128a6d0c7b156124a782a2e17","Yes",20,"female",15,"Ignorance","Binary"
"2744","Ability","Darrel","s10616","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Ignorance","VAS"
"2745","Luck","Emma","s10616","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Gettier","VAS"
"2752","Ability","Darrel","s10621","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",15,"Gettier","VAS"
"2753","Ability","Gerald","s10621","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",15,"Ignorance","VAS"
"2754","Luck","Emma","s10621","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",15,"Knowledge","VAS"
"2789","Luck","Gerald","s10643","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Ignorance","VAS"
"2790","Luck","Emma","s10643","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Knowledge","VAS"
"2809","Luck","Darrel","s1066","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"female",12,"Knowledge","VAS"
"2811","Luck","Emma","s1066","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"female",12,"Gettier","VAS"
"2872","Luck","Gerald","s10697","04aec6c128a6d0c7b156124a782a2e17","Yes",21,"female",16,"Knowledge","Binary"
"2873","Ability","Darrel","s10697","04aec6c128a6d0c7b156124a782a2e17","Yes",21,"female",16,"Gettier","Binary"
"2874","Ability","Emma","s10697","04aec6c128a6d0c7b156124a782a2e17","Yes",21,"female",16,"Ignorance","Binary"
"2887","Ability","Gerald","s10707","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Ignorance","VAS"
"2888","Ability","Darrel","s10707","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Knowledge","VAS"
"2893","Luck","Emma","s1071","6109cf70459f0edc57ccb89cf26d66ef","No",47,"male",13,"Gettier","VAS"
"2894","Luck","Darrel","s1071","6109cf70459f0edc57ccb89cf26d66ef","No",47,"male",13,"Ignorance","VAS"
"2895","Luck","Gerald","s1071","6109cf70459f0edc57ccb89cf26d66ef","No",47,"male",13,"Knowledge","VAS"
"2908","Ability","Emma","s10717","64ba90ce7822b9c898df033ebb8c2c18","Yes",22,"female",12,"Knowledge","VAS"
"2909","Luck","Darrel","s10717","64ba90ce7822b9c898df033ebb8c2c18","Yes",22,"female",12,"Ignorance","VAS"
"2910","Luck","Gerald","s10717","64ba90ce7822b9c898df033ebb8c2c18","Yes",22,"female",12,"Gettier","VAS"
"2920","Ability","Emma","s10727","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",13,"Knowledge","VAS"
"2921","Ability","Gerald","s10727","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",13,"Gettier","VAS"
"2922","Luck","Darrel","s10727","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",13,"Ignorance","VAS"
"2935","Luck","Gerald","s10740","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Gettier","Binary"
"2936","Luck","Emma","s10740","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Knowledge","Binary"
"2937","Luck","Darrel","s10740","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Ignorance","Binary"
"2938","Ability","Gerald","s10745","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",14,"Ignorance","VAS"
"2939","Ability","Darrel","s10745","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",14,"Knowledge","VAS"
"2940","Luck","Emma","s10745","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",14,"Gettier","VAS"
"2941","Luck","Emma","s10748","64ba90ce7822b9c898df033ebb8c2c18","No",23,"male",12,"Gettier","VAS"
"2942","Ability","Gerald","s10748","64ba90ce7822b9c898df033ebb8c2c18","No",23,"male",12,"Ignorance","VAS"
"2962","Ability","Emma","s10757","64ba90ce7822b9c898df033ebb8c2c18","No",22,"male",13,"Ignorance","VAS"
"2963","Ability","Darrel","s10757","64ba90ce7822b9c898df033ebb8c2c18","No",22,"male",13,"Knowledge","VAS"
"2966","Luck","Darrel","s10761","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",12,"Ignorance","VAS"
"2967","Ability","Emma","s10761","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",12,"Knowledge","VAS"
"2977","Ability","Gerald","s10767","ecb1153cd73ee30290a753fb74358c19","Yes",18,"male",12,"Ignorance","VAS"
"2978","Luck","Darrel","s10767","ecb1153cd73ee30290a753fb74358c19","Yes",18,"male",12,"Gettier","VAS"
"2979","Ability","Emma","s10767","ecb1153cd73ee30290a753fb74358c19","Yes",18,"male",12,"Knowledge","VAS"
"2998","Ability","Darrel","s1079","6109cf70459f0edc57ccb89cf26d66ef","No",62,"male",13,"Knowledge","VAS"
"2999","Ability","Emma","s1079","6109cf70459f0edc57ccb89cf26d66ef","No",62,"male",13,"Gettier","VAS"
"3000","Ability","Gerald","s1079","6109cf70459f0edc57ccb89cf26d66ef","No",62,"male",13,"Ignorance","VAS"
"3013","Ability","Darrel","s10805","f19f790831cbe3722ccd98fd63d3d902","Yes",23,"female",17,"Ignorance","VAS"
"3014","Luck","Gerald","s10805","f19f790831cbe3722ccd98fd63d3d902","Yes",23,"female",17,"Gettier","VAS"
"3015","Ability","Emma","s10805","f19f790831cbe3722ccd98fd63d3d902","Yes",23,"female",17,"Knowledge","VAS"
"3019","Luck","Emma","s10811","64ba90ce7822b9c898df033ebb8c2c18","No",25,"female",13,"Gettier","VAS"
"3020","Luck","Gerald","s10811","64ba90ce7822b9c898df033ebb8c2c18","No",25,"female",13,"Knowledge","VAS"
"3021","Ability","Darrel","s10811","64ba90ce7822b9c898df033ebb8c2c18","No",25,"female",13,"Ignorance","VAS"
"3034","Ability","Gerald","s10829","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",14,"Ignorance","VAS"
"3035","Luck","Emma","s10829","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",14,"Gettier","VAS"
"3036","Ability","Darrel","s10829","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",14,"Knowledge","VAS"
"3043","Ability","Darrel","s10843","64ba90ce7822b9c898df033ebb8c2c18","No",23,"female",12,"Ignorance","VAS"
"3045","Luck","Gerald","s10843","64ba90ce7822b9c898df033ebb8c2c18","No",23,"female",12,"Gettier","VAS"
"3046","Ability","Gerald","s10844","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",15,"Knowledge","VAS"
"3047","Luck","Darrel","s10844","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",15,"Gettier","VAS"
"3048","Ability","Emma","s10844","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",15,"Ignorance","VAS"
"3052","Ability","Darrel","s10847","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Knowledge","Binary"
"3053","Luck","Emma","s10847","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Gettier","Binary"
"3054","Luck","Gerald","s10847","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Ignorance","Binary"
"3064","Luck","Darrel","s10854","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",12,"Gettier","VAS"
"3065","Luck","Emma","s10854","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",12,"Knowledge","VAS"
"3066","Ability","Gerald","s10854","64ba90ce7822b9c898df033ebb8c2c18","No",24,"female",12,"Ignorance","VAS"
"3067","Ability","Darrel","s10856","64ba90ce7822b9c898df033ebb8c2c18","No",25,"female",12,"Knowledge","VAS"
"3068","Ability","Gerald","s10856","64ba90ce7822b9c898df033ebb8c2c18","No",25,"female",12,"Ignorance","VAS"
"3069","Ability","Emma","s10856","64ba90ce7822b9c898df033ebb8c2c18","No",25,"female",12,"Gettier","VAS"
"3073","Luck","Emma","s1086","6109cf70459f0edc57ccb89cf26d66ef","No",50,"female",11,"Gettier","VAS"
"3074","Luck","Gerald","s1086","6109cf70459f0edc57ccb89cf26d66ef","No",50,"female",11,"Knowledge","VAS"
"3075","Ability","Darrel","s1086","6109cf70459f0edc57ccb89cf26d66ef","No",50,"female",11,"Ignorance","VAS"
"3082","Ability","Gerald","s10863","63947e8c9e47bc0056f78f402f3898f1","No",20,"female",15,"Gettier","VAS"
"3083","Ability","Emma","s10863","63947e8c9e47bc0056f78f402f3898f1","No",20,"female",15,"Knowledge","VAS"
"3084","Luck","Darrel","s10863","63947e8c9e47bc0056f78f402f3898f1","No",20,"female",15,"Ignorance","VAS"
"3085","Luck","Gerald","s10864","63947e8c9e47bc0056f78f402f3898f1","Yes",19,"female",16,"Knowledge","VAS"
"3086","Luck","Emma","s10864","63947e8c9e47bc0056f78f402f3898f1","Yes",19,"female",16,"Ignorance","VAS"
"3087","Ability","Darrel","s10864","63947e8c9e47bc0056f78f402f3898f1","Yes",19,"female",16,"Gettier","VAS"
"3088","Ability","Darrel","s10865","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",18,"Knowledge","VAS"
"3089","Luck","Emma","s10865","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",18,"Gettier","VAS"
"3090","Ability","Gerald","s10865","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",18,"Ignorance","VAS"
"3091","Ability","Emma","s10866","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Ignorance","VAS"
"3092","Ability","Darrel","s10866","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Gettier","VAS"
"3093","Ability","Gerald","s10866","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Knowledge","VAS"
"3094","Luck","Darrel","s10867","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Gettier","VAS"
"3095","Ability","Gerald","s10867","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Ignorance","VAS"
"3096","Ability","Emma","s10867","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Knowledge","VAS"
"3103","Luck","Gerald","s10870","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"male",15,"Gettier","VAS"
"3104","Luck","Darrel","s10870","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"male",15,"Ignorance","VAS"
"3105","Luck","Emma","s10870","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"male",15,"Knowledge","VAS"
"3106","Ability","Gerald","s10871","63947e8c9e47bc0056f78f402f3898f1","Yes",21,"male",16,"Knowledge","VAS"
"3108","Luck","Darrel","s10871","63947e8c9e47bc0056f78f402f3898f1","Yes",21,"male",16,"Gettier","VAS"
"3112","Luck","Emma","s10873","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",13,"Gettier","VAS"
"3113","Ability","Darrel","s10873","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",13,"Ignorance","VAS"
"3114","Ability","Gerald","s10873","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",13,"Knowledge","VAS"
"3118","Ability","Gerald","s10875","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",16,"Knowledge","VAS"
"3119","Luck","Emma","s10875","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",16,"Gettier","VAS"
"3120","Ability","Darrel","s10875","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",16,"Ignorance","VAS"
"3124","Luck","Emma","s10878","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",15,"Gettier","VAS"
"3125","Luck","Darrel","s10878","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",15,"Knowledge","VAS"
"3126","Luck","Gerald","s10878","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",15,"Ignorance","VAS"
"3127","Ability","Gerald","s10880","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Knowledge","VAS"
"3128","Ability","Darrel","s10880","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Gettier","VAS"
"3129","Luck","Emma","s10880","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Ignorance","VAS"
"3157","Luck","Emma","s10894","63947e8c9e47bc0056f78f402f3898f1","Yes",19,"female",15,"Knowledge","VAS"
"3158","Ability","Darrel","s10894","63947e8c9e47bc0056f78f402f3898f1","Yes",19,"female",15,"Gettier","VAS"
"3159","Ability","Gerald","s10894","63947e8c9e47bc0056f78f402f3898f1","Yes",19,"female",15,"Ignorance","VAS"
"3172","Ability","Gerald","s10902","64ba90ce7822b9c898df033ebb8c2c18","No",25,"female",10,"Ignorance","VAS"
"3173","Luck","Emma","s10902","64ba90ce7822b9c898df033ebb8c2c18","No",25,"female",10,"Gettier","VAS"
"3174","Luck","Darrel","s10902","64ba90ce7822b9c898df033ebb8c2c18","No",25,"female",10,"Knowledge","VAS"
"3187","Luck","Darrel","s10907","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Ignorance","VAS"
"3188","Luck","Emma","s10907","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Gettier","VAS"
"3189","Luck","Gerald","s10907","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",14,"Knowledge","VAS"
"3190","Ability","Gerald","s10909","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"female",15,"Ignorance","VAS"
"3193","Luck","Emma","s10911","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",15,"Knowledge","VAS"
"3194","Ability","Gerald","s10911","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",15,"Ignorance","VAS"
"3195","Ability","Darrel","s10911","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",15,"Gettier","VAS"
"3199","Luck","Gerald","s10913","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",18,"Knowledge","VAS"
"3201","Luck","Darrel","s10913","63947e8c9e47bc0056f78f402f3898f1","Yes",20,"male",18,"Ignorance","VAS"
"3208","Luck","Emma","s1092","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"male",13,"Ignorance","VAS"
"3209","Luck","Darrel","s1092","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"male",13,"Knowledge","VAS"
"3210","Luck","Gerald","s1092","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"male",13,"Gettier","VAS"
"3229","Luck","Emma","s10935","63947e8c9e47bc0056f78f402f3898f1","Yes",21,"female",15,"Gettier","VAS"
"3230","Ability","Gerald","s10935","63947e8c9e47bc0056f78f402f3898f1","Yes",21,"female",15,"Knowledge","VAS"
"3231","Ability","Darrel","s10935","63947e8c9e47bc0056f78f402f3898f1","Yes",21,"female",15,"Ignorance","VAS"
