"","know_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond","vignette_order","cond_order"
"1838","Believes","Gerald","q_turk_R_TnZGuLj0wBt75e1","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",15,"Ignorance","DEG","GKI"
"1839","Believes","Emma","q_turk_R_TnZGuLj0wBt75e1","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",15,"Knowledge","DEG","GKI"
"1840","Knows","Darrel","q_turk_R_TpSPZ13j29Zr9uN","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",15,"Knowledge","EGD","IGK"
"1841","Knows","Gerald","q_turk_R_TpSPZ13j29Zr9uN","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",15,"Gettier","EGD","IGK"
"1842","Believes","Emma","q_turk_R_TpSPZ13j29Zr9uN","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",15,"Ignorance","EGD","IGK"
"1843","Knows","Emma","q_turk_R_tQU8mbOGueID20x","adaccbbc254a881db6c19b3224887bcc","Yes",31,"female",17,"Ignorance","GED","GIK"
"1844","Believes","Darrel","q_turk_R_tQU8mbOGueID20x","adaccbbc254a881db6c19b3224887bcc","Yes",31,"female",17,"Knowledge","GED","GIK"
"1845","Knows","Gerald","q_turk_R_tQU8mbOGueID20x","adaccbbc254a881db6c19b3224887bcc","Yes",31,"female",17,"Gettier","GED","GIK"
"1846","Knows","Gerald","q_turk_R_tRO7ADHs6r1MJoZ","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",15,"Knowledge","GED","KIG"
"1847","Believes","Emma","q_turk_R_tRO7ADHs6r1MJoZ","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",15,"Ignorance","GED","KIG"
"1848","Knows","Darrel","q_turk_R_tRO7ADHs6r1MJoZ","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",15,"Gettier","GED","KIG"
"1852","Believes","Darrel","q_turk_R_u4cMj1AFJOlSQiB","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",17,"Ignorance","GED","GKI"
"1853","Believes","Emma","q_turk_R_u4cMj1AFJOlSQiB","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",17,"Knowledge","GED","GKI"
"1854","Believes","Gerald","q_turk_R_u4cMj1AFJOlSQiB","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",17,"Gettier","GED","GKI"
"1855","Believes","Gerald","q_turk_R_ufvjRn55gMI1gRz","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",17,"Gettier","DGE","KGI"
"1856","Believes","Emma","q_turk_R_ufvjRn55gMI1gRz","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",17,"Ignorance","DGE","KGI"
"1857","Knows","Darrel","q_turk_R_ufvjRn55gMI1gRz","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",17,"Knowledge","DGE","KGI"
"1858","Believes","Emma","q_turk_R_UiGeJdR1YlfvNV7","adaccbbc254a881db6c19b3224887bcc","Yes",21,"male",14,"Ignorance","DGE","KGI"
"1859","Knows","Gerald","q_turk_R_UiGeJdR1YlfvNV7","adaccbbc254a881db6c19b3224887bcc","Yes",21,"male",14,"Gettier","DGE","KGI"
"1860","Believes","Darrel","q_turk_R_UiGeJdR1YlfvNV7","adaccbbc254a881db6c19b3224887bcc","Yes",21,"male",14,"Knowledge","DGE","KGI"
"1861","Believes","Darrel","q_turk_R_ulBeCnEmyEOvOBb","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",15,"Ignorance","EDG","KIG"
"1862","Knows","Gerald","q_turk_R_ulBeCnEmyEOvOBb","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",15,"Gettier","EDG","KIG"
"1863","Believes","Emma","q_turk_R_ulBeCnEmyEOvOBb","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",15,"Knowledge","EDG","KIG"
"1867","Knows","Gerald","q_turk_R_UMezWDJ2cux2YtX","adaccbbc254a881db6c19b3224887bcc","Yes",39,"male",15,"Knowledge","EGD","IKG"
"1868","Believes","Emma","q_turk_R_UMezWDJ2cux2YtX","adaccbbc254a881db6c19b3224887bcc","Yes",39,"male",15,"Ignorance","EGD","IKG"
"1869","Knows","Darrel","q_turk_R_UMezWDJ2cux2YtX","adaccbbc254a881db6c19b3224887bcc","Yes",39,"male",15,"Gettier","EGD","IKG"
"1870","Knows","Darrel","q_turk_R_umtAlrqjEGg7jcR","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Gettier","GDE","IGK"
"1871","Believes","Emma","q_turk_R_umtAlrqjEGg7jcR","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Knowledge","GDE","IGK"
"1872","Believes","Gerald","q_turk_R_umtAlrqjEGg7jcR","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Ignorance","GDE","IGK"
"1873","Believes","Darrel","q_turk_R_UxLVSV4DKg1756h","adaccbbc254a881db6c19b3224887bcc","Yes",40,"female",14,"Ignorance","GED","KGI"
"1874","Believes","Emma","q_turk_R_UxLVSV4DKg1756h","adaccbbc254a881db6c19b3224887bcc","Yes",40,"female",14,"Gettier","GED","KGI"
"1875","Knows","Gerald","q_turk_R_UxLVSV4DKg1756h","adaccbbc254a881db6c19b3224887bcc","Yes",40,"female",14,"Knowledge","GED","KGI"
"1876","Knows","Gerald","q_turk_R_vd9f9eKaVLajXl7","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Knowledge","GDE","KIG"
"1878","Knows","Emma","q_turk_R_vd9f9eKaVLajXl7","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Gettier","GDE","KIG"
"1882","Believes","Darrel","q_turk_R_W044k4GQFNkTma5","adaccbbc254a881db6c19b3224887bcc","Yes",58,"female",15,"Gettier","GDE","KGI"
"1883","Knows","Gerald","q_turk_R_W044k4GQFNkTma5","adaccbbc254a881db6c19b3224887bcc","Yes",58,"female",15,"Knowledge","GDE","KGI"
"1884","Believes","Emma","q_turk_R_W044k4GQFNkTma5","adaccbbc254a881db6c19b3224887bcc","Yes",58,"female",15,"Ignorance","GDE","KGI"
"1885","Believes","Gerald","q_turk_R_W6yVj2W1aXcoW7T","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Knowledge","GED","KIG"
"1886","Believes","Emma","q_turk_R_W6yVj2W1aXcoW7T","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Ignorance","GED","KIG"
"1887","Believes","Darrel","q_turk_R_W6yVj2W1aXcoW7T","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Gettier","GED","KIG"
"1889","Believes","Darrel","q_turk_R_WCjrApo8Z4ZxcrL","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Ignorance","EGD","GKI"
"1890","Believes","Gerald","q_turk_R_WCjrApo8Z4ZxcrL","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Knowledge","EGD","GKI"
"1891","Knows","Emma","q_turk_R_WjTX2UI9i56zPNv","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",17,"Knowledge","EGD","KGI"
"1892","Believes","Darrel","q_turk_R_WjTX2UI9i56zPNv","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",17,"Ignorance","EGD","KGI"
"1893","Believes","Gerald","q_turk_R_WjTX2UI9i56zPNv","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",17,"Gettier","EGD","KGI"
"1894","Knows","Darrel","q_turk_R_WpzdzN6Dy5ykCB3","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Gettier","DEG","GKI"
"1895","Believes","Gerald","q_turk_R_WpzdzN6Dy5ykCB3","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Ignorance","DEG","GKI"
"1896","Knows","Emma","q_turk_R_WpzdzN6Dy5ykCB3","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Knowledge","DEG","GKI"
"1897","Believes","Emma","q_turk_R_WuNTcZRU1N0ID0l","adaccbbc254a881db6c19b3224887bcc","Yes",40,"male",15,"Gettier","DEG","IGK"
"1898","Knows","Gerald","q_turk_R_WuNTcZRU1N0ID0l","adaccbbc254a881db6c19b3224887bcc","Yes",40,"male",15,"Knowledge","DEG","IGK"
"1899","Believes","Darrel","q_turk_R_WuNTcZRU1N0ID0l","adaccbbc254a881db6c19b3224887bcc","Yes",40,"male",15,"Ignorance","DEG","IGK"
"1900","Believes","Emma","q_turk_R_wZAhdIN5BUbB1tv","adaccbbc254a881db6c19b3224887bcc","Yes",69,"male",15,"Ignorance","GDE","GKI"
"1901","Believes","Darrel","q_turk_R_wZAhdIN5BUbB1tv","adaccbbc254a881db6c19b3224887bcc","Yes",69,"male",15,"Knowledge","GDE","GKI"
"1902","Believes","Gerald","q_turk_R_wZAhdIN5BUbB1tv","adaccbbc254a881db6c19b3224887bcc","Yes",69,"male",15,"Gettier","GDE","GKI"
"1906","Believes","Gerald","q_turk_R_XCdU65jlvgxGmgV","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",17,"Gettier","EDG","KIG"
"1907","Believes","Darrel","q_turk_R_XCdU65jlvgxGmgV","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",17,"Ignorance","EDG","KIG"
"1908","Knows","Emma","q_turk_R_XCdU65jlvgxGmgV","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",17,"Knowledge","EDG","KIG"
"1909","Believes","Gerald","q_turk_R_xfPj8iBxlgujzVf","adaccbbc254a881db6c19b3224887bcc","Yes",47,"male",15,"Gettier","EDG","KIG"
"1910","Knows","Emma","q_turk_R_xfPj8iBxlgujzVf","adaccbbc254a881db6c19b3224887bcc","Yes",47,"male",15,"Knowledge","EDG","KIG"
"1911","Believes","Darrel","q_turk_R_xfPj8iBxlgujzVf","adaccbbc254a881db6c19b3224887bcc","Yes",47,"male",15,"Ignorance","EDG","KIG"
"1915","Knows","Darrel","q_turk_R_XMUHiEhvvZK3bIR","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",17,"Ignorance","EDG","GIK"
"1916","Knows","Gerald","q_turk_R_XMUHiEhvvZK3bIR","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",17,"Knowledge","EDG","GIK"
"1917","Knows","Emma","q_turk_R_XMUHiEhvvZK3bIR","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",17,"Gettier","EDG","GIK"
"1918","Believes","Emma","q_turk_R_xmUOFZS2cgbQ6hH","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",12,"Knowledge","DGE","IGK"
"1919","Knows","Gerald","q_turk_R_xmUOFZS2cgbQ6hH","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",12,"Gettier","DGE","IGK"
"1920","Believes","Darrel","q_turk_R_xmUOFZS2cgbQ6hH","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",12,"Ignorance","DGE","IGK"
"1927","Believes","Darrel","q_turk_R_xyMAfqp7bBmcC9b","adaccbbc254a881db6c19b3224887bcc","Yes",37,"female",12,"Gettier","DEG","GIK"
"1928","Believes","Gerald","q_turk_R_xyMAfqp7bBmcC9b","adaccbbc254a881db6c19b3224887bcc","Yes",37,"female",12,"Knowledge","DEG","GIK"
"1929","Believes","Emma","q_turk_R_xyMAfqp7bBmcC9b","adaccbbc254a881db6c19b3224887bcc","Yes",37,"female",12,"Ignorance","DEG","GIK"
"1930","Believes","Emma","q_turk_R_YaDOZrmZOIkgAvv","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",12,"Ignorance","DGE","GKI"
"1931","Knows","Gerald","q_turk_R_YaDOZrmZOIkgAvv","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",12,"Knowledge","DGE","GKI"
"1932","Knows","Darrel","q_turk_R_YaDOZrmZOIkgAvv","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",12,"Gettier","DGE","GKI"
"1942","Knows","Darrel","q_turk_R_ylkc6YO68237vGh","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",12,"Gettier","DGE","GKI"
"1943","Believes","Gerald","q_turk_R_ylkc6YO68237vGh","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",12,"Knowledge","DGE","GKI"
"1944","Believes","Emma","q_turk_R_ylkc6YO68237vGh","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",12,"Ignorance","DGE","GKI"
"1957","Believes","Darrel","q_turk_R_z9e5N6eK3EXROsp","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",17,"Ignorance","GDE","KIG"
"1958","Knows","Emma","q_turk_R_z9e5N6eK3EXROsp","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",17,"Gettier","GDE","KIG"
"1959","Knows","Gerald","q_turk_R_z9e5N6eK3EXROsp","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",17,"Knowledge","GDE","KIG"
"1960","Knows","Darrel","q_turk_R_ZCA2NPep5ufdA1r","adaccbbc254a881db6c19b3224887bcc","Yes",31,"male",14,"Knowledge","GDE","IKG"
"1961","Believes","Emma","q_turk_R_ZCA2NPep5ufdA1r","adaccbbc254a881db6c19b3224887bcc","Yes",31,"male",14,"Gettier","GDE","IKG"
"1962","Believes","Gerald","q_turk_R_ZCA2NPep5ufdA1r","adaccbbc254a881db6c19b3224887bcc","Yes",31,"male",14,"Ignorance","GDE","IKG"
"1963","Knows","Darrel","q_turk_R_ZfPi0zhEoSsgHOF","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",15,"Ignorance","EDG","GIK"
"1964","Knows","Gerald","q_turk_R_ZfPi0zhEoSsgHOF","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",15,"Knowledge","EDG","GIK"
"1965","Believes","Emma","q_turk_R_ZfPi0zhEoSsgHOF","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",15,"Gettier","EDG","GIK"
"1966","Believes","Darrel","q_turk_R_ZJFNuTmBAfesQx3","adaccbbc254a881db6c19b3224887bcc","Yes",61,"female",15,"Gettier","EDG","IGK"
"1967","Believes","Emma","q_turk_R_ZJFNuTmBAfesQx3","adaccbbc254a881db6c19b3224887bcc","Yes",61,"female",15,"Ignorance","EDG","IGK"
"1975","Believes","Gerald","q_turk_R_ZwNDbVo1Li6aAMN","adaccbbc254a881db6c19b3224887bcc","Yes",73,"female",18,"Gettier","EDG","KIG"
"1976","Believes","Darrel","q_turk_R_ZwNDbVo1Li6aAMN","adaccbbc254a881db6c19b3224887bcc","Yes",73,"female",18,"Ignorance","EDG","KIG"
"1977","Believes","Emma","q_turk_R_ZwNDbVo1Li6aAMN","adaccbbc254a881db6c19b3224887bcc","Yes",73,"female",18,"Knowledge","EDG","KIG"
"1978","Knows","Darrel","s1000","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"female",13,"Gettier","GED","IKG"
"1979","Knows","Emma","s1000","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"female",13,"Knowledge","GED","IKG"
"1980","Knows","Gerald","s1000","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"female",13,"Ignorance","GED","IKG"
"1984","Knows","Emma","s10002","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",23,"female",13,"Gettier","DEG","IGK"
"1985","Believes","Darrel","s10002","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",23,"female",13,"Ignorance","DEG","IGK"
"1986","Knows","Gerald","s10002","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",23,"female",13,"Knowledge","DEG","IGK"
"1999","Knows","Gerald","s10014","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",18,"Ignorance","DGE","GIK"
"2000","Knows","Emma","s10014","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",18,"Knowledge","DGE","GIK"
"2005","Believes","Darrel","s10020","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Ignorance","DEG","IKG"
"2006","Believes","Emma","s10020","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Knowledge","DEG","IKG"
"2007","Believes","Gerald","s10020","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Gettier","DEG","IKG"
"2011","Believes","Emma","s10025","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Knowledge","GDE","IGK"
"2012","Knows","Darrel","s10025","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Gettier","GDE","IGK"
"2013","Believes","Gerald","s10025","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Ignorance","GDE","IGK"
"2014","Believes","Gerald","s10030","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",14,"Ignorance","EGD","KIG"
"2015","Knows","Darrel","s10030","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",14,"Gettier","EGD","KIG"
"2016","Knows","Emma","s10030","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",14,"Knowledge","EGD","KIG"
"2056","Knows","Emma","s10077","82d647ec9366dd067a092145d7d8ee7b","Yes",19,"female",12,"Knowledge","GED","IKG"
"2057","Believes","Gerald","s10077","82d647ec9366dd067a092145d7d8ee7b","Yes",19,"female",12,"Ignorance","GED","IKG"
"2058","Knows","Darrel","s10077","82d647ec9366dd067a092145d7d8ee7b","Yes",19,"female",12,"Gettier","GED","IKG"
"2083","Knows","Darrel","s10105","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",18,"Ignorance","EDG","GIK"
"2084","Knows","Gerald","s10105","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",18,"Knowledge","EDG","GIK"
"2085","Believes","Emma","s10105","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",18,"Gettier","EDG","GIK"
"2095","Knows","Gerald","s10116","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",13,"Knowledge","EGD","IKG"
"2096","Believes","Emma","s10116","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",13,"Ignorance","EGD","IKG"
"2097","Knows","Darrel","s10116","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",13,"Gettier","EGD","IKG"
"2116","Believes","Darrel","s1013","6109cf70459f0edc57ccb89cf26d66ef","No",22,"male",9,"Ignorance","GED","KGI"
"2117","Believes","Emma","s1013","6109cf70459f0edc57ccb89cf26d66ef","No",22,"male",9,"Gettier","GED","KGI"
"2118","Believes","Gerald","s1013","6109cf70459f0edc57ccb89cf26d66ef","No",22,"male",9,"Knowledge","GED","KGI"
"2122","Knows","Darrel","s10138","f19f790831cbe3722ccd98fd63d3d902","Yes",30,"male",13,"Knowledge","EGD","GIK"
"2123","Believes","Emma","s10138","f19f790831cbe3722ccd98fd63d3d902","Yes",30,"male",13,"Gettier","EGD","GIK"
"2124","Believes","Gerald","s10138","f19f790831cbe3722ccd98fd63d3d902","Yes",30,"male",13,"Ignorance","EGD","GIK"
"2128","Believes","Gerald","s10147","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Knowledge","EGD","GKI"
"2129","Believes","Emma","s10147","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Gettier","EGD","GKI"
"2130","Believes","Darrel","s10147","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Ignorance","EGD","GKI"
"2134","Knows","Gerald","s10151","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",18,"Gettier","EDG","KIG"
"2135","Believes","Emma","s10151","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",18,"Knowledge","EDG","KIG"
"2136","Believes","Darrel","s10151","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",18,"Ignorance","EDG","KIG"
"2140","Believes","Emma","s1016","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"female",15,"Gettier","DGE","IKG"
"2141","Believes","Darrel","s1016","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"female",15,"Ignorance","DGE","IKG"
"2142","Knows","Gerald","s1016","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",18,"female",15,"Knowledge","DGE","IKG"
"2143","Believes","Darrel","s10162","82d647ec9366dd067a092145d7d8ee7b","Yes",21,"male",18,"Ignorance","EDG","KIG"
"2144","Knows","Emma","s10162","82d647ec9366dd067a092145d7d8ee7b","Yes",21,"male",18,"Knowledge","EDG","KIG"
"2145","Knows","Gerald","s10162","82d647ec9366dd067a092145d7d8ee7b","Yes",21,"male",18,"Gettier","EDG","KIG"
"2149","Knows","Gerald","s1017","c22875ee12b4cdfb8843ead3b8e1ddf8","No",18,"female",13,"Ignorance","EGD","GIK"
"2150","Believes","Emma","s1017","c22875ee12b4cdfb8843ead3b8e1ddf8","No",18,"female",13,"Gettier","EGD","GIK"
"2151","Knows","Darrel","s1017","c22875ee12b4cdfb8843ead3b8e1ddf8","No",18,"female",13,"Knowledge","EGD","GIK"
"2156","Knows","Emma","s10174","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"male",17,"Knowledge","EDG","KIG"
"2157","Believes","Darrel","s10174","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"male",17,"Ignorance","EDG","KIG"
"2164","Believes","Darrel","s1018","c22875ee12b4cdfb8843ead3b8e1ddf8","No",19,"female",12,"Gettier","GDE","IGK"
"2165","Believes","Emma","s1018","c22875ee12b4cdfb8843ead3b8e1ddf8","No",19,"female",12,"Knowledge","GDE","IGK"
"2166","Knows","Gerald","s1018","c22875ee12b4cdfb8843ead3b8e1ddf8","No",19,"female",12,"Ignorance","GDE","IGK"
"2170","Knows","Gerald","s10181","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Gettier","EGD","IGK"
"2171","Knows","Emma","s10181","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Ignorance","EGD","IGK"
"2172","Knows","Darrel","s10181","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Knowledge","EGD","IGK"
"2173","Believes","Gerald","s10183","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",31,"female",18,"Ignorance","GDE","IGK"
"2174","Knows","Darrel","s10183","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",31,"female",18,"Gettier","GDE","IGK"
"2175","Believes","Emma","s10183","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",31,"female",18,"Knowledge","GDE","IGK"
"2179","Believes","Gerald","s10189","f19f790831cbe3722ccd98fd63d3d902","Yes",21,"female",16,"Knowledge","EGD","GKI"
"2180","Believes","Darrel","s10189","f19f790831cbe3722ccd98fd63d3d902","Yes",21,"female",16,"Ignorance","EGD","GKI"
"2181","Believes","Emma","s10189","f19f790831cbe3722ccd98fd63d3d902","Yes",21,"female",16,"Gettier","EGD","GKI"
"2185","Believes","Gerald","s10190","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",13,"Ignorance","DEG","GKI"
"2186","Believes","Emma","s10190","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",13,"Knowledge","DEG","GKI"
"2187","Believes","Darrel","s10190","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",13,"Gettier","DEG","GKI"
"2188","Knows","Darrel","s10194","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",15,"Gettier","GDE","KGI"
"2189","Knows","Gerald","s10194","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",15,"Knowledge","GDE","KGI"
"2194","Believes","Gerald","s1020","c22875ee12b4cdfb8843ead3b8e1ddf8","No",25,"female",14,"Knowledge","GDE","KGI"
"2195","Believes","Emma","s1020","c22875ee12b4cdfb8843ead3b8e1ddf8","No",25,"female",14,"Ignorance","GDE","KGI"
"2196","Believes","Darrel","s1020","c22875ee12b4cdfb8843ead3b8e1ddf8","No",25,"female",14,"Gettier","GDE","KGI"
"2197","Believes","Gerald","s10201","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",14,"Gettier","DEG","IKG"
"2198","Believes","Emma","s10201","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",14,"Knowledge","DEG","IKG"
"2199","Believes","Darrel","s10201","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",14,"Ignorance","DEG","IKG"
"2203","Believes","Darrel","s10204","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",15,"Ignorance","GED","GKI"
"2204","Believes","Gerald","s10204","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",15,"Gettier","GED","GKI"
"2205","Believes","Emma","s10204","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",15,"Knowledge","GED","GKI"
"2206","Believes","Emma","s10208","f19f790831cbe3722ccd98fd63d3d902","Yes",20,"female",17,"Gettier","DEG","KGI"
"2208","Believes","Gerald","s10208","f19f790831cbe3722ccd98fd63d3d902","Yes",20,"female",17,"Ignorance","DEG","KGI"
"2212","Believes","Darrel","s1021","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",20,"female",15,"Knowledge","GED","GIK"
"2213","Knows","Emma","s1021","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",20,"female",15,"Ignorance","GED","GIK"
"2214","Believes","Gerald","s1021","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",20,"female",15,"Gettier","GED","GIK"
"2215","Knows","Emma","s10210","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",42,"female",18,"Knowledge","EGD","KGI"
"2216","Believes","Darrel","s10210","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",42,"female",18,"Ignorance","EGD","KGI"
"2217","Knows","Gerald","s10210","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",42,"female",18,"Gettier","EGD","KGI"
"2221","Believes","Gerald","s10217","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",18,"Ignorance","EDG","GKI"
"2222","Believes","Emma","s10217","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",18,"Gettier","EDG","GKI"
"2223","Believes","Darrel","s10217","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",18,"Knowledge","EDG","GKI"
"2239","Believes","Darrel","s10232","d547b0fe851b1f8786fce767e3d89f50","No",22,"female",16,"Ignorance","EGD","KGI"
"2240","Knows","Gerald","s10232","d547b0fe851b1f8786fce767e3d89f50","No",22,"female",16,"Gettier","EGD","KGI"
"2241","Believes","Emma","s10232","d547b0fe851b1f8786fce767e3d89f50","No",22,"female",16,"Knowledge","EGD","KGI"
"2254","Believes","Gerald","s1025","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",22,"male",12,"Gettier","GED","GKI"
"2256","Believes","Emma","s1025","c22875ee12b4cdfb8843ead3b8e1ddf8","Yes",22,"male",12,"Knowledge","GED","GKI"
"2293","Believes","Darrel","s10286","ecb1153cd73ee30290a753fb74358c19","Yes",18,"female",14,"Knowledge","GDE","IKG"
"2294","Believes","Emma","s10286","ecb1153cd73ee30290a753fb74358c19","Yes",18,"female",14,"Gettier","GDE","IKG"
"2295","Believes","Gerald","s10286","ecb1153cd73ee30290a753fb74358c19","Yes",18,"female",14,"Ignorance","GDE","IKG"
"2299","Believes","Emma","s10296","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",16,"Knowledge","DEG","IKG"
"2300","Believes","Darrel","s10296","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",16,"Ignorance","DEG","IKG"
"2301","Believes","Gerald","s10296","f19f790831cbe3722ccd98fd63d3d902","Yes",19,"female",16,"Gettier","DEG","IKG"
"2305","Knows","Darrel","s10299","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"female",16,"Gettier","EDG","IGK"
"2306","Believes","Emma","s10299","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"female",16,"Ignorance","EDG","IGK"
