"","reason_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond"
"12337","Reasonable","Emma","s16858","de5a43985156a022e44511202ccd5449","Yes",43,"female",16,"Gettier"
"12338","Unreasonable","Gerald","s16858","de5a43985156a022e44511202ccd5449","Yes",43,"female",16,"Ignorance"
"12339","Reasonable","Darrel","s16858","de5a43985156a022e44511202ccd5449","Yes",43,"female",16,"Knowledge"
"12346","Reasonable","Darrel","s16869","de5a43985156a022e44511202ccd5449","Yes",31,"female",18,"Ignorance"
"12347","Reasonable","Gerald","s16869","de5a43985156a022e44511202ccd5449","Yes",31,"female",18,"Gettier"
"12348","Reasonable","Emma","s16869","de5a43985156a022e44511202ccd5449","Yes",31,"female",18,"Knowledge"
"12361","Reasonable","Gerald","s16877","de5a43985156a022e44511202ccd5449","Yes",39,"female",18,"Gettier"
"12362","Reasonable","Darrel","s16877","de5a43985156a022e44511202ccd5449","Yes",39,"female",18,"Knowledge"
"12363","Reasonable","Emma","s16877","de5a43985156a022e44511202ccd5449","Yes",39,"female",18,"Ignorance"
"12379","Reasonable","Gerald","s16893","de5a43985156a022e44511202ccd5449","Yes",31,"female",17,"Knowledge"
"12380","Reasonable","Emma","s16893","de5a43985156a022e44511202ccd5449","Yes",31,"female",17,"Gettier"
"12381","Reasonable","Darrel","s16893","de5a43985156a022e44511202ccd5449","Yes",31,"female",17,"Ignorance"
"12388","Reasonable","Emma","s16901","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Knowledge"
"12389","Reasonable","Gerald","s16901","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Gettier"
"12390","Reasonable","Darrel","s16901","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Ignorance"
"12400","Reasonable","Darrel","s16911","de5a43985156a022e44511202ccd5449","Yes",22,"male",12,"Gettier"
"12401","Reasonable","Gerald","s16911","de5a43985156a022e44511202ccd5449","Yes",22,"male",12,"Knowledge"
"12402","Reasonable","Emma","s16911","de5a43985156a022e44511202ccd5449","Yes",22,"male",12,"Ignorance"
"12406","Reasonable","Gerald","s16915","de5a43985156a022e44511202ccd5449","Yes",21,"female",17,"Gettier"
"12407","Reasonable","Emma","s16915","de5a43985156a022e44511202ccd5449","Yes",21,"female",17,"Knowledge"
"12408","Reasonable","Darrel","s16915","de5a43985156a022e44511202ccd5449","Yes",21,"female",17,"Ignorance"
"12409","Reasonable","Darrel","s16916","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"12410","Reasonable","Emma","s16916","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"12411","Unreasonable","Gerald","s16916","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"12412","Reasonable","Emma","s16917","de5a43985156a022e44511202ccd5449","Yes",35,"female",15,"Knowledge"
"12413","Reasonable","Gerald","s16917","de5a43985156a022e44511202ccd5449","Yes",35,"female",15,"Ignorance"
"12414","Reasonable","Darrel","s16917","de5a43985156a022e44511202ccd5449","Yes",35,"female",15,"Gettier"
"12415","Reasonable","Emma","s16918","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Ignorance"
"12416","Reasonable","Gerald","s16918","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Knowledge"
"12417","Reasonable","Darrel","s16918","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Gettier"
"12438","Unreasonable","Darrel","s16932","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",13,"Gettier"
"12439","Reasonable","Gerald","s16934","de5a43985156a022e44511202ccd5449","Yes",23,"female",16,"Knowledge"
"12440","Reasonable","Emma","s16934","de5a43985156a022e44511202ccd5449","Yes",23,"female",16,"Ignorance"
"12441","Reasonable","Darrel","s16934","de5a43985156a022e44511202ccd5449","Yes",23,"female",16,"Gettier"
"12460","Reasonable","Gerald","s16942","de5a43985156a022e44511202ccd5449","Yes",21,"female",18,"Ignorance"
"12461","Reasonable","Emma","s16942","de5a43985156a022e44511202ccd5449","Yes",21,"female",18,"Knowledge"
"12462","Reasonable","Darrel","s16942","de5a43985156a022e44511202ccd5449","Yes",21,"female",18,"Gettier"
"12466","Reasonable","Emma","s16949","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",12,"Gettier"
"12467","Reasonable","Darrel","s16949","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",12,"Ignorance"
"12468","Reasonable","Gerald","s16949","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",12,"Knowledge"
"12469","Reasonable","Darrel","s1695","d5450db323eeab9cf7bd57ecc95d3454","Yes",18,"female",15,"Gettier"
"12470","Reasonable","Gerald","s1695","d5450db323eeab9cf7bd57ecc95d3454","Yes",18,"female",15,"Ignorance"
"12471","Reasonable","Emma","s1695","d5450db323eeab9cf7bd57ecc95d3454","Yes",18,"female",15,"Knowledge"
"12472","Reasonable","Emma","s16951","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"12473","Reasonable","Gerald","s16951","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"12474","Reasonable","Darrel","s16951","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"12481","Reasonable","Darrel","s16956","de5a43985156a022e44511202ccd5449","Yes",28,"female",18,"Gettier"
"12482","Reasonable","Gerald","s16956","de5a43985156a022e44511202ccd5449","Yes",28,"female",18,"Knowledge"
"12483","Reasonable","Emma","s16956","de5a43985156a022e44511202ccd5449","Yes",28,"female",18,"Ignorance"
"12487","Reasonable","Darrel","s1696","d5450db323eeab9cf7bd57ecc95d3454","Yes",19,"female",14,"Ignorance"
"12488","Unreasonable","Emma","s1696","d5450db323eeab9cf7bd57ecc95d3454","Yes",19,"female",14,"Knowledge"
"12489","Reasonable","Gerald","s1696","d5450db323eeab9cf7bd57ecc95d3454","Yes",19,"female",14,"Gettier"
"12490","Reasonable","Gerald","s16970","de5a43985156a022e44511202ccd5449","Yes",26,"male",16,"Knowledge"
"12491","Reasonable","Emma","s16970","de5a43985156a022e44511202ccd5449","Yes",26,"male",16,"Ignorance"
"12492","Reasonable","Darrel","s16970","de5a43985156a022e44511202ccd5449","Yes",26,"male",16,"Gettier"
"12496","Reasonable","Gerald","s16982","de5a43985156a022e44511202ccd5449","Yes",22,"female",18,"Ignorance"
"12497","Reasonable","Darrel","s16982","de5a43985156a022e44511202ccd5449","Yes",22,"female",18,"Gettier"
"12498","Reasonable","Emma","s16982","de5a43985156a022e44511202ccd5449","Yes",22,"female",18,"Knowledge"
"12526","Reasonable","Gerald","s16999","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Ignorance"
"12527","Reasonable","Darrel","s16999","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Knowledge"
"12528","Reasonable","Emma","s16999","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Gettier"
"12529","Reasonable","Emma","s17001","de5a43985156a022e44511202ccd5449","Yes",44,"female",18,"Ignorance"
"12530","Reasonable","Gerald","s17001","de5a43985156a022e44511202ccd5449","Yes",44,"female",18,"Knowledge"
"12531","Reasonable","Darrel","s17001","de5a43985156a022e44511202ccd5449","Yes",44,"female",18,"Gettier"
"12532","Reasonable","Darrel","s17002","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Ignorance"
"12533","Unreasonable","Gerald","s17002","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Gettier"
"12534","Reasonable","Emma","s17002","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Knowledge"
"12538","Reasonable","Gerald","s17006","de5a43985156a022e44511202ccd5449","Yes",29,"male",18,"Ignorance"
"12540","Reasonable","Darrel","s17006","de5a43985156a022e44511202ccd5449","Yes",29,"male",18,"Gettier"
"12544","Reasonable","Gerald","s17010","de5a43985156a022e44511202ccd5449","Yes",25,"male",12,"Ignorance"
"12545","Reasonable","Emma","s17010","de5a43985156a022e44511202ccd5449","Yes",25,"male",12,"Knowledge"
"12546","Reasonable","Darrel","s17010","de5a43985156a022e44511202ccd5449","Yes",25,"male",12,"Gettier"
"12568","Reasonable","Darrel","s17027","de5a43985156a022e44511202ccd5449","Yes",23,"female",15,"Ignorance"
"12569","Unreasonable","Gerald","s17027","de5a43985156a022e44511202ccd5449","Yes",23,"female",15,"Gettier"
"12570","Reasonable","Emma","s17027","de5a43985156a022e44511202ccd5449","Yes",23,"female",15,"Knowledge"
"12574","Reasonable","Darrel","s17033","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier"
"12575","Reasonable","Emma","s17033","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance"
"12576","Reasonable","Gerald","s17033","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge"
"12577","Reasonable","Darrel","s17035","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"male",12,"Gettier"
"12578","Reasonable","Gerald","s17035","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"male",12,"Knowledge"
"12579","Reasonable","Emma","s17035","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"male",12,"Ignorance"
"12583","Reasonable","Gerald","s17040","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",12,"Ignorance"
"12584","Reasonable","Darrel","s17040","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",12,"Gettier"
"12585","Reasonable","Emma","s17040","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",12,"Knowledge"
"12589","Reasonable","Darrel","s17043","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Ignorance"
"12590","Reasonable","Gerald","s17043","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Knowledge"
"12591","Reasonable","Emma","s17043","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Gettier"
"12592","Reasonable","Darrel","s17044","de5a43985156a022e44511202ccd5449","Yes",32,"female",18,"Ignorance"
"12593","Reasonable","Emma","s17044","de5a43985156a022e44511202ccd5449","Yes",32,"female",18,"Gettier"
"12594","Reasonable","Gerald","s17044","de5a43985156a022e44511202ccd5449","Yes",32,"female",18,"Knowledge"
"12604","Reasonable","Emma","s17067","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",13,"Gettier"
"12605","Reasonable","Gerald","s17067","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",13,"Ignorance"
"12606","Reasonable","Darrel","s17067","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",13,"Knowledge"
"12625","Reasonable","Darrel","s17086","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"12626","Reasonable","Emma","s17086","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"12627","Reasonable","Gerald","s17086","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"12640","Reasonable","Darrel","s17098","de5a43985156a022e44511202ccd5449","Yes",23,"female",14,"Knowledge"
"12641","Reasonable","Emma","s17098","de5a43985156a022e44511202ccd5449","Yes",23,"female",14,"Gettier"
"12642","Reasonable","Gerald","s17098","de5a43985156a022e44511202ccd5449","Yes",23,"female",14,"Ignorance"
"12652","Reasonable","Gerald","s17116","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Ignorance"
"12653","Reasonable","Darrel","s17116","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Gettier"
"12654","Reasonable","Emma","s17116","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Knowledge"
"12655","Reasonable","Emma","s17117","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"12656","Reasonable","Gerald","s17117","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"12657","Reasonable","Darrel","s17117","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"12661","Reasonable","Gerald","s17119","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Gettier"
"12662","Reasonable","Darrel","s17119","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Ignorance"
"12663","Reasonable","Emma","s17119","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Knowledge"
"12679","Reasonable","Gerald","s17125","de5a43985156a022e44511202ccd5449","Yes",30,"female",18,"Knowledge"
"12680","Reasonable","Darrel","s17125","de5a43985156a022e44511202ccd5449","Yes",30,"female",18,"Ignorance"
"12681","Reasonable","Emma","s17125","de5a43985156a022e44511202ccd5449","Yes",30,"female",18,"Gettier"
"12682","Reasonable","Emma","s17126","de5a43985156a022e44511202ccd5449","Yes",21,"male",14,"Knowledge"
"12683","Reasonable","Gerald","s17126","de5a43985156a022e44511202ccd5449","Yes",21,"male",14,"Gettier"
"12684","Unreasonable","Darrel","s17126","de5a43985156a022e44511202ccd5449","Yes",21,"male",14,"Ignorance"
"12700","Reasonable","Emma","s17137","de5a43985156a022e44511202ccd5449","Yes",23,"female",15,"Ignorance"
"12701","Reasonable","Darrel","s17137","de5a43985156a022e44511202ccd5449","Yes",23,"female",15,"Gettier"
"12702","Reasonable","Gerald","s17137","de5a43985156a022e44511202ccd5449","Yes",23,"female",15,"Knowledge"
"12712","Unreasonable","Darrel","s17145","de5a43985156a022e44511202ccd5449","Yes",21,"female",18,"Ignorance"
"12713","Reasonable","Emma","s17145","de5a43985156a022e44511202ccd5449","Yes",21,"female",18,"Knowledge"
"12714","Reasonable","Gerald","s17145","de5a43985156a022e44511202ccd5449","Yes",21,"female",18,"Gettier"
"12715","Reasonable","Darrel","s17147","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Gettier"
"12716","Reasonable","Emma","s17147","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Knowledge"
"12717","Reasonable","Gerald","s17147","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Ignorance"
"12727","Reasonable","Emma","s17151","de5a43985156a022e44511202ccd5449","Yes",45,"female",18,"Ignorance"
"12728","Reasonable","Gerald","s17151","de5a43985156a022e44511202ccd5449","Yes",45,"female",18,"Gettier"
"12729","Reasonable","Darrel","s17151","de5a43985156a022e44511202ccd5449","Yes",45,"female",18,"Knowledge"
"12730","Reasonable","Emma","s17153","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"12731","Reasonable","Darrel","s17153","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"12732","Reasonable","Gerald","s17153","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"12733","Reasonable","Emma","s17154","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"male",12,"Knowledge"
"12734","Reasonable","Darrel","s17154","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"male",12,"Ignorance"
"12735","Reasonable","Gerald","s17154","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"male",12,"Gettier"
"12736","Reasonable","Darrel","s17155","de5a43985156a022e44511202ccd5449","Yes",45,"female",16,"Ignorance"
"12737","Reasonable","Gerald","s17155","de5a43985156a022e44511202ccd5449","Yes",45,"female",16,"Knowledge"
"12738","Reasonable","Emma","s17155","de5a43985156a022e44511202ccd5449","Yes",45,"female",16,"Gettier"
"12742","Reasonable","Darrel","s17157","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"12743","Reasonable","Gerald","s17157","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"12744","Reasonable","Emma","s17157","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"12745","Reasonable","Gerald","s17159","de5a43985156a022e44511202ccd5449","No",39,"female",18,"Knowledge"
"12746","Reasonable","Emma","s17159","de5a43985156a022e44511202ccd5449","No",39,"female",18,"Gettier"
"12747","Reasonable","Darrel","s17159","de5a43985156a022e44511202ccd5449","No",39,"female",18,"Ignorance"
"12751","Reasonable","Gerald","s17163","de5a43985156a022e44511202ccd5449","Yes",21,"female",16,"Gettier"
"12752","Reasonable","Darrel","s17163","de5a43985156a022e44511202ccd5449","Yes",21,"female",16,"Knowledge"
"12753","Reasonable","Emma","s17163","de5a43985156a022e44511202ccd5449","Yes",21,"female",16,"Ignorance"
"12787","Reasonable","Darrel","s17181","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Knowledge"
"12788","Reasonable","Gerald","s17181","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Ignorance"
"12789","Reasonable","Emma","s17181","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Gettier"
"12793","Reasonable","Gerald","s17183","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"12794","Reasonable","Emma","s17183","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"12795","Unreasonable","Darrel","s17183","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"12799","Reasonable","Gerald","s17186","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Ignorance"
"12800","Reasonable","Darrel","s17186","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Gettier"
"12801","Reasonable","Emma","s17186","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Knowledge"
"12808","Reasonable","Emma","s17190","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"12809","Reasonable","Gerald","s17190","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"12810","Reasonable","Darrel","s17190","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"12823","Reasonable","Emma","s17198","de5a43985156a022e44511202ccd5449","Yes",53,"female",18,"Knowledge"
"12824","Reasonable","Gerald","s17198","de5a43985156a022e44511202ccd5449","Yes",53,"female",18,"Gettier"
"12825","Reasonable","Darrel","s17198","de5a43985156a022e44511202ccd5449","Yes",53,"female",18,"Ignorance"
"12838","Reasonable","Darrel","s17210","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Gettier"
"12839","Reasonable","Emma","s17210","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Knowledge"
"12840","Reasonable","Gerald","s17210","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Ignorance"
"12853","Reasonable","Gerald","s17229","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"12854","Reasonable","Emma","s17229","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"12855","Reasonable","Darrel","s17229","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"12865","Reasonable","Emma","s17233","de5a43985156a022e44511202ccd5449","Yes",44,"female",18,"Gettier"
"12866","Reasonable","Darrel","s17233","de5a43985156a022e44511202ccd5449","Yes",44,"female",18,"Knowledge"
"12867","Reasonable","Gerald","s17233","de5a43985156a022e44511202ccd5449","Yes",44,"female",18,"Ignorance"
"12895","Reasonable","Gerald","s17294","bfe85dfa8a47470e2600b4bae1dfe4c1","No",64,"male",12,"Gettier"
"12896","Reasonable","Emma","s17294","bfe85dfa8a47470e2600b4bae1dfe4c1","No",64,"male",12,"Knowledge"
"12897","Unreasonable","Darrel","s17294","bfe85dfa8a47470e2600b4bae1dfe4c1","No",64,"male",12,"Ignorance"
"12898","Reasonable","Gerald","s17299","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",12,"Ignorance"
"12899","Reasonable","Emma","s17299","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",12,"Knowledge"
"12900","Reasonable","Darrel","s17299","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",12,"Gettier"
"12916","Reasonable","Emma","s17309","de5a43985156a022e44511202ccd5449","Yes",47,"female",18,"Knowledge"
"12917","Unreasonable","Darrel","s17309","de5a43985156a022e44511202ccd5449","Yes",47,"female",18,"Ignorance"
"12918","Reasonable","Gerald","s17309","de5a43985156a022e44511202ccd5449","Yes",47,"female",18,"Gettier"
"12922","Reasonable","Darrel","s17316","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"male",14,"Ignorance"
"12923","Reasonable","Gerald","s17316","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"male",14,"Gettier"
"12924","Reasonable","Emma","s17316","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"male",14,"Knowledge"
"12934","Reasonable","Emma","s17325","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier"
"12935","Reasonable","Gerald","s17325","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance"
"12936","Reasonable","Darrel","s17325","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge"
"12940","Reasonable","Gerald","s17328","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Knowledge"
"12941","Reasonable","Emma","s17328","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Ignorance"
"12942","Reasonable","Darrel","s17328","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Gettier"
"12943","Reasonable","Gerald","s17330","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"male",9,"Gettier"
"12944","Reasonable","Darrel","s17330","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"male",9,"Ignorance"
"12945","Reasonable","Emma","s17330","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"male",9,"Knowledge"
"12973","Reasonable","Gerald","s17363","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"12974","Reasonable","Darrel","s17363","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"12975","Unreasonable","Emma","s17363","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"12979","Reasonable","Gerald","s17369","bfe85dfa8a47470e2600b4bae1dfe4c1","No",45,"male",13,"Ignorance"
"12980","Reasonable","Darrel","s17369","bfe85dfa8a47470e2600b4bae1dfe4c1","No",45,"male",13,"Knowledge"
"12981","Reasonable","Emma","s17369","bfe85dfa8a47470e2600b4bae1dfe4c1","No",45,"male",13,"Gettier"
"13000","Reasonable","Emma","s17395","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Ignorance"
"13001","Reasonable","Darrel","s17395","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Gettier"
"13002","Reasonable","Gerald","s17395","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Knowledge"
"13021","Reasonable","Emma","s17429","de5a43985156a022e44511202ccd5449","Yes",40,"male",18,"Ignorance"
"13022","Reasonable","Darrel","s17429","de5a43985156a022e44511202ccd5449","Yes",40,"male",18,"Knowledge"
"13023","Reasonable","Gerald","s17429","de5a43985156a022e44511202ccd5449","Yes",40,"male",18,"Gettier"
"13030","Reasonable","Emma","s17443","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"female",13,"Knowledge"
"13031","Reasonable","Gerald","s17443","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"female",13,"Gettier"
"13032","Reasonable","Darrel","s17443","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"female",13,"Ignorance"
"13048","Reasonable","Gerald","s17467","de5a43985156a022e44511202ccd5449","Yes",25,"male",18,"Ignorance"
"13049","Reasonable","Darrel","s17467","de5a43985156a022e44511202ccd5449","Yes",25,"male",18,"Gettier"
"13050","Reasonable","Emma","s17467","de5a43985156a022e44511202ccd5449","Yes",25,"male",18,"Knowledge"
"13054","Reasonable","Gerald","s17477","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier"
"13055","Reasonable","Emma","s17477","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
"13056","Reasonable","Darrel","s17477","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance"
"13057","Reasonable","Darrel","s17484","de5a43985156a022e44511202ccd5449","Yes",26,"male",14,"Knowledge"
"13058","Reasonable","Emma","s17484","de5a43985156a022e44511202ccd5449","Yes",26,"male",14,"Ignorance"
"13059","Reasonable","Gerald","s17484","de5a43985156a022e44511202ccd5449","Yes",26,"male",14,"Gettier"
"13060","Reasonable","Emma","s17491","bfe85dfa8a47470e2600b4bae1dfe4c1","No",61,"female",18,"Ignorance"
"13061","Reasonable","Darrel","s17491","bfe85dfa8a47470e2600b4bae1dfe4c1","No",61,"female",18,"Gettier"
"13062","Reasonable","Gerald","s17491","bfe85dfa8a47470e2600b4bae1dfe4c1","No",61,"female",18,"Knowledge"
"13084","Reasonable","Gerald","s17512","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"female",13,"Knowledge"
"13086","Reasonable","Emma","s17512","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"female",13,"Ignorance"
"13090","Reasonable","Gerald","s17516","de5a43985156a022e44511202ccd5449","Yes",21,"female",7,"Knowledge"
"13091","Reasonable","Emma","s17516","de5a43985156a022e44511202ccd5449","Yes",21,"female",7,"Gettier"
"13092","Reasonable","Darrel","s17516","de5a43985156a022e44511202ccd5449","Yes",21,"female",7,"Ignorance"
"13096","Unreasonable","Gerald","s17518","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Ignorance"
"13097","Unreasonable","Emma","s17518","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Gettier"
"13098","Reasonable","Darrel","s17518","de5a43985156a022e44511202ccd5449","Yes",21,"female",12,"Knowledge"
"13111","Reasonable","Gerald","s17526","de5a43985156a022e44511202ccd5449","Yes",42,"female",16,"Knowledge"
"13112","Reasonable","Darrel","s17526","de5a43985156a022e44511202ccd5449","Yes",42,"female",16,"Ignorance"
"13113","Reasonable","Emma","s17526","de5a43985156a022e44511202ccd5449","Yes",42,"female",16,"Gettier"
"13120","Reasonable","Emma","s17534","de5a43985156a022e44511202ccd5449","Yes",53,"female",12,"Knowledge"
"13121","Reasonable","Gerald","s17534","de5a43985156a022e44511202ccd5449","Yes",53,"female",12,"Gettier"
"13122","Reasonable","Darrel","s17534","de5a43985156a022e44511202ccd5449","Yes",53,"female",12,"Ignorance"
"13123","Reasonable","Darrel","s17538","bfe85dfa8a47470e2600b4bae1dfe4c1","No",27,"male",14,"Gettier"
"13124","Reasonable","Gerald","s17538","bfe85dfa8a47470e2600b4bae1dfe4c1","No",27,"male",14,"Ignorance"
"13125","Reasonable","Emma","s17538","bfe85dfa8a47470e2600b4bae1dfe4c1","No",27,"male",14,"Knowledge"
"13129","Reasonable","Emma","s17543","de5a43985156a022e44511202ccd5449","Yes",45,"female",18,"Ignorance"
"13130","Reasonable","Darrel","s17543","de5a43985156a022e44511202ccd5449","Yes",45,"female",18,"Gettier"
"13131","Reasonable","Gerald","s17543","de5a43985156a022e44511202ccd5449","Yes",45,"female",18,"Knowledge"
"13132","Reasonable","Gerald","s17548","de5a43985156a022e44511202ccd5449","Yes",46,"female",18,"Knowledge"
"13133","Reasonable","Emma","s17548","de5a43985156a022e44511202ccd5449","Yes",46,"female",18,"Gettier"
"13134","Reasonable","Darrel","s17548","de5a43985156a022e44511202ccd5449","Yes",46,"female",18,"Ignorance"
"13150","Reasonable","Emma","s17564","de5a43985156a022e44511202ccd5449","Yes",37,"female",18,"Knowledge"
"13151","Reasonable","Gerald","s17564","de5a43985156a022e44511202ccd5449","Yes",37,"female",18,"Ignorance"
"13152","Reasonable","Darrel","s17564","de5a43985156a022e44511202ccd5449","Yes",37,"female",18,"Gettier"
"13216","Unreasonable","Emma","s17610","de5a43985156a022e44511202ccd5449","Yes",44,"female",18,"Gettier"
"13217","Unreasonable","Gerald","s17610","de5a43985156a022e44511202ccd5449","Yes",44,"female",18,"Knowledge"
"13218","Reasonable","Darrel","s17610","de5a43985156a022e44511202ccd5449","Yes",44,"female",18,"Ignorance"
"13225","Reasonable","Gerald","s17618","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge"
