"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
1460,"T2","interview","eng","2019-10-17 19:53:47",24,29,1,39,1,29,2,"DGE","GIK","swapped",1,1,810,1080,780,"USA_153",93,16,6,79,21,26,10,8,12,27,7,68,26,771,"2019-10-17 20:06:39",1,0,46,46,2,80,2,40,1,52,2,101,2,46,15,6,10,16,21,3,36,10,6,6,15,4,1,4,7,6,6,7,2,4,5,3,5,5,1,1,2,1,1,1,1,1,1,1,1,15,1,NA,3,1,"10 extra credit points",3,22,24,38,NA,NA,NA,18,17,23,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,"USA","USA",2,23,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1462,"T2","interview","eng","2019-10-17 20:01:01",NA,NA,NA,NA,NA,NA,NA,"GDE","GIK","swapped",1,3,976,610,780,"USA_153",16,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"2019-10-17 20:01:25",0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1465,"T2","interview","eng","2019-10-17 20:14:04",101,2,1,101,1,101,2,"GDE","IKG","swapped",1,1,1920,1080,780,"USA_153",3,4,6,49,19,4,7,6,13,9,3,42,4,523,"2019-10-17 20:24:46",1,0,46,46,1,101,1,48,1,1,2,101,2,1,3,4,3,3,4,4,33,7,3,3,3,6,2,3,8,9,8,7,1,3,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,13,1,NA,2,1,"10 extra credit points",3,21,20,113,NA,NA,NA,133,28,17,"I enjoyed the study, it made me think instead of just clicking around. The scenarios were interesting and unique in their own way. ","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,"I think the purpose of this study is how students respond to the questions based on the scenarios and to measure how their answers vary throughout the survey. ","I enjoyed the materials, they were all unique and in all the cases the {Category:} in the story didn't have all the information so it made the reader think about the misleadings the characters were given. ","I have taken the MSLQ study before but that is it. ","United States ","United States",2,18,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1470,"T2","interview","eng","2019-10-17 20:26:24",70,16,2,23,2,87,2,"EDG","IGK","normal",1,1,1680,1050,780,"USA_153",22,4,6,31,25,6,21,6,8,14,4,96,10,608,"2019-10-17 20:36:34",1,0,46,46,1,98,1,39,2,7,1,96,2,94,2,7,3,11,12,4,61,13,9,6,6,9,1,6,8,3,4,8,3,5,2,4,4,6,2,1,2,1,1,1,1,1,1,1,1,18,1,NA,2,1,"10 extra credit points",15,17,21,48,NA,NA,NA,19,21,14,"no comments","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,"U.S","U.S",2,15,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1475,"T2","interview","eng","2019-10-17 20:39:13",1,1,1,101,1,1,2,"DEG","IKG","swapped",1,1,1920,1080,780,"USA_153",55,12,14,66,35,10,19,22,79,40,10,44,22,1045,"2019-10-17 20:59:51",1,0,47,47,2,101,1,1,2,1,1,101,1,1,10,14,17,28,20,7,101,18,13,32,52,10,2,9,9,9,4,9,1,9,9,1,2,1,2,1,2,1,1,1,1,1,1,1,1,14,1,NA,1,NA,NA,18,65,56,111,NA,NA,NA,91,48,19,"I have no comment","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H pay how well {Category:} pay attetion","none","no","usa","usa",1,28,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1477,"T2","interview","eng","2019-10-17 20:42:00",101,1,1,101,1,101,2,"DEG","KGI","swapped",1,1,1920,1080,780,"USA_153",7,5,10,51,23,7,16,5,11,18,4,34,10,599,"2019-10-17 20:55:19",1,0,46,46,1,101,1,1,1,1,2,101,2,101,5,6,5,6,9,3,55,9,5,8,4,6,2,2,4,8,8,7,3,3,3,2,2,3,2,1,1,1,2,1,1,1,1,1,1,2,2,NA,2,1,"10",7,54,41,43,NA,NA,NA,117,106,30,"No","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Something to do with individuals' perceptions of ability, knowledge and luck.","Thought the materials were what a typical study would/should include.","No.","United States of America","United States of America",2,41,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1478,"T2","interview","eng","2019-10-17 20:42:51",101,1,2,101,1,101,1,"EDG","IKG","normal",1,1,1504,1003,780,"USA_153",4,9,6,36,16,33,7,39,10,15,5,55,15,455,"2019-10-17 20:53:54",1,0,46,46,1,100,1,2,1,1,1,97,1,20,7,4,5,6,10,3,42,4,6,4,4,5,2,3,9,3,3,9,1,7,1,2,3,2,2,1,2,1,1,1,1,1,1,1,1,15,1,NA,2,1,"not sure",5,25,17,34,NA,NA,NA,129,23,12,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,"to see if the participant can recognize given information and guage whether the scenario's right or wrong.","I liked taking it online ","no","united states","united states ",2,15,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1479,"T2","interview","eng","2019-10-17 20:54:18",89,1,1,96,1,90,1,"EDG","GIK","normal",1,1,1680,1050,780,"USA_153",3,6,2,19,10,4,15,4,10,17,3,20,12,328,"2019-10-17 21:00:53",1,0,44,44,1,76,1,12,1,12,1,80,1,12,5,12,3,8,8,2,4,10,3,5,5,7,2,2,2,2,8,3,2,9,3,7,1,2,1,1,1,2,1,1,1,1,1,1,1,15,1,NA,1,NA,NA,9,15,14,29,NA,NA,NA,44,75,5,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perception.","Their were vague yet tricky as well.","No","United States","United States",2,5,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1482,"T2","interview","eng","2019-10-17 21:11:55",101,1,1,101,1,101,2,"EDG","GIK","normal",1,1,1280,1024,780,"USA_153",18,16,8,34,25,19,12,9,15,9,4,43,14,639,"2019-10-17 21:24:54",1,0,45,45,2,101,1,1,2,101,2,74,2,50,4,8,10,6,6,3,62,9,7,9,6,10,2,5,4,5,7,9,3,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,16,1,NA,2,4,NA,11,20,30,30,NA,NA,NA,154,39,53,"n/a","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I enjoyed how there were scenarios and how there were also questions about how I felt going through the study.","I have not participated in a similar study. Usually, the studies consist of only questions about myself and never offer any other material, like the three individual studies.","United States","United States",2,32,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extra credit opportunity (10 points)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1484,"T2","interview","eng","2019-10-17 21:20:53",1,1,2,101,2,1,2,"EGD","IKG","normal",1,1,1440,900,780,"USA_153",24,17,10,71,39,5,8,6,16,14,6,109,9,1070,"2019-10-17 21:41:11",1,0,47,47,2,101,2,1,2,1,1,101,2,1,6,6,7,8,20,1,179,5,6,7,13,6,1,1,9,9,9,9,1,9,6,1,1,5,1,1,1,1,2,1,1,1,1,1,1,12,1,NA,2,4,NA,41,78,55,174,NA,NA,NA,128,47,30,"I have never participated in a research study before so it was very interesting and I found the questions easy and worthwhile. ","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think the purpose of this study is to show that not everything you see is as it seems. ","my impression of the materials of this study were that it was simple and a convenient way of showing my opinion. ","I have never participated in a familiar study. ","United States Of America ","United States Of America",1,26,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Extra class credit ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1489,"T2","interview","eng","2019-10-17 21:54:55",48,47,1,55,1,55,2,"DEG","IKG","normal",1,1,1920,1080,780,"USA_153",4878,24,5,30,25,6,9,8,6,9,5,39,6,543,"2019-10-17 23:36:21",1,0,46,46,2,54,2,48,2,47,2,56,2,36,4,19,4,5,5,3,54,4,4,5,3,6,2,5,5,4,1,3,5,2,5,2,4,6,1,2,1,1,2,1,1,1,2,1,1,15,1,NA,2,1,"10",5,36,23,64,NA,NA,NA,321,33,89,"I do not have any comments.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,"Paying attention to the study and how the answers correlate to our feelings about the study.","Kind of boring but had to do with paying attention and caring enough to complete it. ","Not one where it felt like a test and a lot of reading and questions about the scenarios.","us","us",2,30,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1490,"T2","interview","eng","2019-10-17 21:58:23",1,1,1,101,1,100,2,"EGD","KGI","normal",1,1,1366,768,780,"USA_153",40,18,30,54,31,6,13,27,11,16,6,129,11,839,"2019-10-17 22:26:10",1,0,46,46,2,99,2,100,1,101,1,100,1,99,6,14,9,13,27,5,230,13,6,40,8,40,1,1,3,5,7,9,1,9,3,2,5,5,1,1,1,1,2,1,1,1,1,1,1,12,2,NA,2,1,"10",23,62,43,306,NA,NA,NA,148,42,39,"i feel i was getting asked tricked questions and maybe wordplay in the scenerios that might make you answer differently that i might have answered otherwise?  if not then i apologize for assuming lol","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,"i think how we interpret certain things.","i answered that in the comments section lol","no","united states","united states",2,34,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1492,"T2","interview","eng","2019-10-17 23:06:43",2,2,2,101,2,101,2,"GED","KIG","swapped",1,1,1138,640,780,"USA_153",8,18,29,99,45,8,37,10,16,22,10,77,19,1148,"2019-10-17 23:28:53",1,0,47,47,1,100,1,1,1,90,1,86,2,17,8,16,8,22,19,4,68,66,8,21,13,12,2,1,2,9,9,9,7,9,1,2,1,8,2,1,1,2,1,1,1,1,1,1,1,15,2,NA,2,1,"10 credit",17,62,57,69,NA,NA,NA,70,66,49,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,"no, I have not","USA","Zambia",1,39,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1495,"T2","interview","eng","2019-10-17 23:37:36",39,37,1,63,1,61,2,"EDG","IGK","swapped",1,1,1920,1080,780,"USA_153",1,3,1,1,3,4,3,3,3,3,1,1,3,154,"2019-10-17 23:40:10",1,0,44,44,2,69,2,40,2,43,2,69,2,41,3,5,2,2,3,1,1,4,3,6,3,2,2,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,2,1,1,1,2,1,1,15,1,NA,1,NA,NA,2,7,7,9,NA,NA,NA,26,27,5,"None.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paying attention ","long","no","U.S.","U.S",2,6,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1499,"T2","interview","eng","2019-10-17 23:44:27",NA,65,NA,NA,NA,NA,NA,"EGD","GIK","swapped",1,1,1920,1080,780,"USA_153",2,6,4,41,6,NA,NA,NA,NA,NA,NA,NA,NA,59,"2019-10-17 23:45:26",0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,"T2","interview","eng","2019-10-17 23:45:38",NA,NA,NA,NA,NA,NA,NA,"GDE","GIK","normal",1,1,1920,1080,780,"USA_153",1,3,2,67,5,NA,NA,NA,NA,NA,NA,NA,NA,78,"2019-10-17 23:46:56",0,0,5,5,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,"T2","interview","eng","2019-10-17 23:47:00",69,43,1,66,1,31,1,"DGE","GIK","normal",1,1,1920,1080,780,"USA_153",1,4,2,16,4,4,5,3,3,4,1,6,4,310,"2019-10-17 23:52:52",1,0,46,46,2,70,1,59,1,43,2,53,1,46,2,4,5,49,5,2,7,5,4,3,6,3,1,7,4,7,5,7,6,5,7,7,6,6,2,1,1,1,2,1,1,1,1,1,1,15,1,NA,2,1,"extra credit (10 points)",6,17,11,14,NA,NA,NA,58,21,14,"no further comments
","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"I was surprised to get questions that had right and wrong answers",NA,"colorado","Guatemala",2,26,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1502,"T2","interview","eng","2019-10-18 01:02:27",91,87,1,88,1,101,2,"EDG","GKI","swapped",1,1,1366,768,780,"USA_153",13,30,12,75,42,9,30,17,23,25,12,99,45,1033,"2019-10-18 01:26:26",1,0,44,44,1,92,1,65,1,88,2,94,2,91,8,18,6,23,56,7,251,36,8,20,7,18,1,2,9,9,9,9,1,8,9,1,3,9,2,1,2,1,1,1,1,1,1,1,1,16,1,NA,1,NA,NA,19,74,40,108,NA,NA,NA,157,56,47,NA,"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"information about language","all of the information given was required. ","no","United States","united states",2,46,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1509,"T2","interview","eng","2019-10-18 02:12:52",77,101,1,101,1,101,1,"DEG","IGK","normal",1,1,1920,1080,780,"USA_153",47,26,7,69,37,7,18,10,17,48,14,47,26,981,"2019-10-18 02:29:47",1,0,44,44,2,101,2,82,1,51,1,51,1,62,9,15,18,21,19,5,111,32,37,18,8,28,2,4,7,6,5,8,2,8,5,2,3,5,2,1,1,1,1,1,1,1,1,1,2,16,1,NA,1,NA,NA,10,63,42,102,NA,NA,NA,32,45,14,NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal perceptions","cool","no","United States","USA",2,12,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good mix",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1510,"T2","interview","eng","2019-10-18 02:13:40",101,2,2,101,1,101,1,"DGE","GKI","normal",1,1,1366,768,780,"USA_153",31,38,10,88,26,24,32,14,30,19,11,122,16,930,"2019-10-18 02:29:10",1,0,44,44,1,101,2,1,1,101,1,101,1,2,8,9,9,13,12,5,26,22,11,20,12,19,1,3,9,5,7,4,4,7,6,1,1,5,1,1,2,1,1,1,1,1,1,1,1,16,1,NA,1,NA,NA,17,40,43,89,NA,NA,NA,41,33,15,"No comment","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To study thinking and reasoning","Haven't decided yet","No","USA","USA",2,25,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1512,"T2","interview","eng","2019-10-18 05:08:30",1,101,1,101,1,101,1,"DGE","IKG","normal",1,3,768,1024,748,"USA_153",4,5,2,40,15,4,150,6,8,9,2,44,7,403,"2019-10-18 05:17:33",1,0,45,45,2,101,2,1,2,1,1,101,1,101,4,5,3,5,7,2,30,8,4,3,3,3,2,6,9,9,1,1,9,8,9,9,9,9,1,1,2,1,1,1,1,1,1,1,1,4,1,NA,2,4,NA,4,24,23,34,NA,NA,NA,27,22,9,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It seemed very random to me","No","U.S.A","U.S.A",2,15,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"Extra credit ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1515,"T2","interview","eng","2019-10-18 05:17:06",1,1,1,74,1,81,2,"GDE","GIK","normal",1,1,1300,731,781,"USA_153",20,8,14,73,84,20,28,14,26,48,5,84,12,1014,"2019-10-18 05:36:33",1,0,45,45,2,85,2,1,2,101,1,94,1,1,7,11,8,19,29,5,68,20,30,10,19,19,1,2,8,9,9,8,3,9,8,3,5,8,1,2,2,1,2,1,1,1,1,1,1,12,1,NA,2,4,NA,38,53,36,83,NA,NA,NA,21,137,42,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States","United States ",2,32,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"10 points of extra credit ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
