"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
4107,"T2","interview","zho","2019-12-15 14:05:32",68,1,1,37,1,101,2,"GED","IGK","normal",1,1,1920,1080,780,"TWN_001",4,5,2,41,18,5,12,4,38,8,3,41,11,545,"2019-12-15 14:14:38",0,0,41,41,1,101,2,66,1,101,2,101,1,56,4,16,5,4,7,2,54,13,3,6,4,9,2,3,9,4,7,5,2,9,5,2,5,2,1,1,1,1,1,1,2,1,1,1,1,16,1,"4936",NA,NA,NA,7,20,14,43,NA,7,33,17,NA,NA,NA,"21","K",101,1,101,1,8,1,1,56,4,2,7,2,3,10,NA,NA,NA,NA,"台灣","台灣",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"資源工程",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","I","G",NA,NA,NA,NA,NA,NA,NA,NA,FALSE
4122,"T2","interview","zho","2019-12-15 14:10:40",NA,NA,1,NA,1,NA,2,"GDE","GIK","normal",1,1,1536,864,780,"TWN_001",7,10,5,49,13,5,15,5,5,14,3,30,7,651,"2019-12-15 14:21:32",0,0,41,41,2,NA,2,NA,2,NA,1,NA,1,NA,5,8,5,9,5,3,36,5,4,7,6,5,2,2,9,8,8,9,6,4,2,5,4,3,1,1,1,1,1,1,2,1,1,1,1,16,2,"4352",NA,NA,NA,6,17,19,37,NA,143,37,20,NA,NA,"無","21","I",NA,2,NA,2,NA,1,4,46,19,4,6,3,6,18,NA,"研究一般人對於故事中人物的想法是如何，知道他是真的知道還是依靠直覺去做判斷","簡單明瞭","無","台灣 台南","台灣",NA,NA,"binary",2,2,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"會計系",NA,1,1,2,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",NA,NA,NA,NA,NA,NA,NA,NA,FALSE
4125,"T2","interview","zho","2019-12-15 14:39:17",NA,NA,NA,NA,NA,NA,NA,"DEG","IGK","swapped",1,3,768,1024,748,"TWN_001",4,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-12-15 14:39:31",0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,NA,NA,NA,NA,NA,NA,NA
4126,"T2","interview","zho","2019-12-15 14:42:07",NA,NA,NA,NA,NA,NA,NA,"GDE","GIK","swapped",1,1,1280,720,780,"TWN_001",5,12,2,5,10,NA,NA,NA,NA,NA,NA,NA,NA,34,"2019-12-15 14:42:41",0,0,5,5,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",NA,NA,NA,NA,NA,NA,NA,NA,NA
4131,"T2","interview","zho","2019-12-15 14:59:56",101,2,2,101,2,101,2,"GDE","GKI","normal",1,1,1280,720,780,"TWN_001",10,3,3,43,13,6,10,3,9,5,2,32,8,429,"2019-12-15 15:07:05",1,0,48,48,1,101,1,1,1,16,2,88,2,79,2,5,3,5,6,2,13,4,3,7,3,6,2,5,4,4,7,3,6,7,6,4,5,5,2,1,1,1,1,1,2,1,1,1,1,16,2,"4586",NA,NA,NA,8,15,13,19,NA,10,21,13,NA,NA,NA,"21","K",1,1,101,2,4,2,1,17,8,4,12,2,4,5,NA,NA,NA,NA,"台灣","台灣",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"職能治療",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",71,NA,NA,NA,NA,NA,NA,NA,FALSE
4132,"T2","interview","zho","2019-12-15 15:06:12",NA,NA,1,NA,1,NA,2,"GED","GKI","normal",1,1,1366,768,780,"TWN_001",15,7,10,49,19,6,12,4,18,398,7,30,7,808,"2019-12-15 15:26:07",1,0,48,48,2,NA,2,NA,2,NA,1,NA,1,NA,6,11,5,11,6,3,24,8,4,8,6,5,1,5,3,3,5,3,5,4,4,2,3,2,2,1,1,1,1,1,2,1,1,1,1,15,1,"9295",NA,NA,NA,6,15,19,31,NA,31,39,27,NA,NA,NA,"22","I",NA,2,NA,2,NA,1,4,26,7,4,9,8,15,21,NA,NA,NA,NA,"台灣","台灣",NA,NA,"binary",2,2,1,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"化工系",NA,2,1,2,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",254,NA,NA,NA,NA,NA,NA,NA,FALSE
4135,"T2","interview","zho","2019-12-15 15:11:27",101,101,1,101,1,93,2,"DEG","IGK","swapped",1,1,412,846,780,"TWN_001",4,22,7,41,15,6,11,5,10,13,3,36,5,534,"2019-12-15 15:20:22",0,0,41,41,2,18,1,13,2,101,1,101,1,101,4,5,5,6,9,2,66,6,4,6,4,2,2,5,3,3,5,5,6,4,1,2,4,2,2,1,1,1,1,1,2,1,1,1,1,13,2,"4467",NA,NA,NA,10,26,14,38,NA,11,33,24,NA,NA,"無
","19","I",1,2,101,2,1,2,2,42,7,3,10,4,6,7,NA,NA,NA,NA,"台灣彰化","台灣",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"化工",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,NA,NA,NA,NA,NA,NA,FALSE
4140,"T2","interview","zho","2019-12-15 15:22:43",101,1,1,1,1,101,2,"DGE","KIG","normal",1,1,1280,720,780,"TWN_001",5,11,3,27,9,3,3,3,10,6,1,22,16,542,"2019-12-15 15:31:45",1,0,48,48,1,101,1,1,1,1,2,101,2,1,3,6,3,6,4,2,16,6,3,7,3,4,2,4,8,9,7,9,1,4,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,14,1,"3579",NA,NA,NA,6,13,11,19,NA,156,48,15,NA,NA,NA,"20","K",100,1,101,1,1,1,1,49,3,3,4,3,5,7,NA,"看受試者對於文字敘述的理解力。","無","有，針對一種行為、不同場所的合理性及到道德性進行評斷；隨後閱讀短篇故事，並且針對故事中人物的心情進行模擬。","台灣","台灣",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"測量空資",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","I","G",17,NA,NA,NA,NA,NA,NA,NA,FALSE
4142,"T2","interview","zho","2019-12-15 15:34:58",13,59,1,101,1,80,2,"GED","IKG","swapped",1,1,1536,864,780,"TWN_001",37,3,1,222,26,5,16,12,9,19,4,35,7,787,"2019-12-15 15:51:11",1,0,48,48,1,90,1,72,1,24,2,10,2,21,7,8,4,9,12,2,40,13,4,5,4,6,2,5,4,1,8,6,7,4,4,1,5,5,2,1,1,1,1,1,2,1,1,1,1,18,1,"8486",NA,NA,NA,16,16,23,45,NA,119,21,14,NA,NA,NA,"21","G",12,1,56,1,63,2,2,35,14,4,8,4,8,13,NA,"對於文字的資訊判別，是否有能力判斷，或去懷疑其真偽？？","一開始看不太懂在幹嘛，感覺可以先有個前導題，讓測驗者進入狀況。","無
","台灣","台灣",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"光電系",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","I","K",121,NA,NA,NA,NA,NA,NA,NA,FALSE
4143,"T2","interview","zho","2019-12-15 15:37:51",NA,NA,NA,NA,NA,NA,NA,"EDG","GIK","normal",1,1,1366,768,780,"TWN_001",260,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2019-12-15 15:42:25",0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,NA,NA,NA,NA,NA,NA,NA
4145,"T2","interview","zho","2019-12-15 15:53:08",1,1,1,83,1,101,2,"GDE","KIG","normal",1,1,1536,864,780,"TWN_001",23,9,3,31,34,7,9,8,18,9,3,58,13,638,"2019-12-15 16:03:46",0,0,41,41,2,16,2,1,2,21,1,101,1,17,5,16,5,7,10,2,15,7,4,10,5,10,1,2,6,6,9,9,4,8,8,1,9,5,2,1,1,1,1,1,2,1,1,1,1,17,2,"1521",NA,NA,NA,8,24,21,39,NA,83,47,25,NA,NA,NA,"19","I",1,2,1,2,1,2,3,23,6,6,6,5,7,14,NA,"測試大眾語言理解能力","看似簡單卻很有意思的問題，以前沒遇過",NA,"台灣","台灣",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"學習法律",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,NA,NA,NA,NA,NA,NA,FALSE
4147,"T2","interview","zho","2019-12-15 16:07:21",NA,NA,NA,NA,NA,NA,NA,"GED","GKI","normal",1,1,1920,1080,780,"TWN_001",6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"2019-12-15 16:07:31",0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",NA,NA,NA,NA,NA,NA,NA,NA,NA
4148,"T2","interview","zho","2019-12-15 16:07:39",NA,NA,NA,NA,NA,NA,NA,"DEG","GKI","swapped",1,1,1920,1080,780,"TWN_001",2,2,10,7,9,3,3,NA,NA,NA,NA,NA,NA,36,"2019-12-15 16:08:15",0,0,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"binary",NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","I","K",NA,NA,NA,NA,NA,NA,NA,NA,NA
4149,"T2","interview","zho","2019-12-15 16:08:26",1,1,1,101,1,101,2,"EDG","GIK","normal",1,1,1920,1080,780,"TWN_001",5,1,2,31,37,8,21,5,16,7,3,13,58,619,"2019-12-15 16:20:37",1,0,48,48,2,101,2,1,2,1,1,101,1,101,6,4,5,11,7,1,22,70,19,12,20,8,2,2,9,4,6,9,2,6,2,1,5,1,1,1,1,1,1,1,2,1,1,1,1,12,1,"4477",NA,NA,NA,8,16,13,32,NA,11,37,14,NA,NA,NA,"18","I",1,2,101,2,1,2,1,13,27,9,11,4,5,3,NA,NA,NA,NA,"台灣","台灣",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"化學系",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",135,NA,NA,NA,NA,NA,NA,NA,FALSE
4150,"T2","interview","zho","2019-12-15 16:19:03",NA,NA,2,NA,2,NA,2,"EDG","IKG","swapped",1,1,1536,864,780,"TWN_001",31,27,5,268,13,5,13,6,11,13,2,15,9,278,"2019-12-15 16:27:33",0,0,27,27,1,NA,1,NA,2,NA,2,NA,2,NA,4,5,5,8,9,2,14,13,6,5,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"binary",2,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,NA,NA,NA,NA,NA,NA,FALSE
4158,"T2","interview","zho","2019-12-15 17:12:16",NA,NA,NA,NA,NA,NA,NA,"EDG","KGI","swapped",1,1,1920,1080,780,"TWN_001",6,4,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"2019-12-15 17:12:37",0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","I","K",NA,NA,NA,NA,NA,NA,NA,NA,NA
4159,"T2","interview","zho","2019-12-15 17:13:13",1,18,1,59,1,70,2,"GDE","GIK","swapped",1,1,1920,1080,780,"TWN_001",3,6,8,285,21,4,6,4,6,12,3,183,13,965,"2019-12-15 17:33:27",0,0,41,41,2,101,2,1,1,100,1,93,1,1,5,7,5,11,25,2,161,29,4,19,4,5,1,1,9,8,7,8,2,5,2,3,3,3,1,1,1,1,1,1,2,1,1,1,1,18,2,"9475",NA,NA,NA,8,16,16,63,NA,47,38,31,NA,NA,"有一則故事的尾聲不斷重複''而是''，不知道是不是打錯了?
","21","I",9,2,81,2,17,2,3,110,15,4,9,4,8,11,NA,"測驗閱讀理解力","不錯，有貼近日常生活","沒有","台灣","台灣",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"地科",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",NA,NA,NA,NA,NA,NA,NA,NA,FALSE
4160,"T2","interview","zho","2019-12-15 17:15:54",NA,NA,1,NA,1,NA,2,"GED","GKI","normal",1,1,1536,864,780,"TWN_001",50,7,5,54,21,10,8,4,6,25,8,59,8,1036,"2019-12-15 17:33:10",1,0,48,48,2,NA,2,NA,2,NA,1,NA,1,NA,21,8,4,6,7,2,75,7,11,5,4,5,1,1,4,4,6,4,6,7,5,5,5,4,1,1,1,1,1,1,2,1,1,1,1,13,2,"9321",NA,NA,NA,5,22,20,145,NA,70,44,24,NA,NA,"我覺得這些題目有標準答案，所以我有點怕答錯XD","18","I",NA,2,NA,2,NA,2,1,70,5,13,6,5,5,4,NA,"不清楚","我覺得有些關鍵字在最後一兩行很重要，他們會影響我答的所有題目","沒有","台灣","台灣",NA,NA,"binary",2,2,2,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"地球科學系",NA,2,1,2,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",177,NA,NA,NA,NA,NA,NA,NA,FALSE
4161,"T2","interview","zho","2019-12-15 17:16:11",NA,NA,1,NA,2,NA,2,"DEG","IKG","normal",1,1,1536,864,780,"TWN_001",26,7,23,87,22,8,28,6,18,20,2,50,15,1052,"2019-12-15 17:47:07",1,0,48,48,2,NA,2,NA,2,NA,2,NA,2,NA,27,21,7,17,10,4,56,12,6,10,8,5,2,5,4,8,6,4,6,4,2,4,5,1,2,1,1,1,1,1,2,1,1,1,1,18,1,"3302",NA,NA,NA,9,48,40,119,NA,330,56,17,NA,NA,"無","23","I",NA,2,NA,2,NA,2,5,86,18,5,13,4,5,4,NA,"研究問卷的可信度，想了解填問卷的人，是否認真看完題目，再回答問題?","所有故事內容最終皆一致地告訴讀者，憑著既有印象看事物，常常造成誤判。","無","台灣","台灣",NA,NA,"binary",2,2,1,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"工業設計系",NA,1,1,2,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",602,NA,NA,NA,NA,NA,NA,NA,FALSE
4168,"T2","interview","zho","2019-12-15 18:15:26",32,6,1,87,1,92,2,"DGE","IGK","normal",1,1,1920,1080,780,"TWN_001",25,45,11,66,13,5,9,3,17,5,4,77,7,615,"2019-12-15 18:25:41",1,0,48,48,2,71,2,37,2,15,1,78,1,89,2,10,3,4,5,2,18,5,4,6,4,6,2,3,2,7,6,7,3,7,2,3,5,1,2,1,1,1,1,1,2,1,1,1,1,15,2,"3829",NA,NA,NA,6,14,8,19,NA,7,22,12,NA,NA,NA,"21","I",5,2,26,2,13,2,1,44,5,4,5,4,4,3,NA,NA,NA,NA,"台灣","台灣",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"醫學",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",101,NA,NA,NA,NA,NA,NA,NA,FALSE
4181,"T2","interview","zho","2019-12-15 22:02:46",40,NA,NA,NA,NA,NA,NA,"DGE","KGI","normal",1,1,1440,900,780,"TWN_001",4,15,3,4,12,7,12,5,NA,NA,NA,NA,NA,62,"2019-12-15 22:03:48",0,0,8,8,1,59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,NA,NA,NA,NA,NA,NA,NA
4182,"T2","interview","zho","2019-12-15 22:03:58",NA,NA,2,NA,2,NA,2,"EDG","IGK","swapped",1,1,1440,900,780,"TWN_001",2,4,2,20,5,4,8,4,6,9,4,31,6,574,"2019-12-15 22:13:32",1,0,48,48,1,NA,1,NA,2,NA,1,NA,1,NA,3,4,2,4,6,2,41,5,4,6,3,2,2,3,6,6,6,7,6,8,4,4,5,3,2,1,1,1,1,1,2,1,1,1,1,18,2,"3294",NA,NA,NA,9,14,13,26,NA,25,39,16,NA,NA,NA,"20","G",NA,1,NA,1,NA,2,3,27,4,4,4,5,4,3,NA,NA,"很有趣","無","台灣","台灣",NA,NA,"binary",2,1,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"跨領域",NA,2,1,1,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","K","I",191,NA,NA,NA,NA,NA,NA,NA,FALSE
